dmm_count_1mi,dmm_count_3mi,dmm_count_5mi,dmm_gla_1mi,dmm_gla_3mi,dmm_gla_5mi,dmm_nearest_dist,osm_highway_exits_count_1mi,osm_highway_exits_count_3mi,osm_highway_exits_count_5mi,osm_nearest_exit_dist,store,transitstop_nearest_dist,transitstops
0,0,0,0.0,0.0,0.0,46.99932122326169,0,18,33,1.9674455632836367,478100,11.099551011529622,0
0,0,0,0.0,0.0,0.0,20.913287283717167,0,1,5,2.1874596588178363,1108200,6.303202075340814,0
0,0,0,0.0,0.0,0.0,137.0463256982356,0,11,19,1.063446822909384,3967600,133.8281677225623,0
0,0,0,0.0,0.0,0.0,65.71701616943616,0,6,8,2.2899614746161654,1609900,63.19975943680301,0
0,0,0,0.0,0.0,0.0,42.295402008679325,6,13,23,0.2004206249859485,2591600,0.4252187895471613,1
0,0,0,0.0,0.0,0.0,51.54671286095065,0,38,83,1.429466474913872,3961100,8.961948951292596,0
0,0,0,0.0,0.0,0.0,353.97650881767026,2,5,5,0.8261203697004776,741200,321.11665853167614,0
0,0,0,0.0,0.0,0.0,96.59758992253808,0,7,29,2.5297351694763446,7051900,60.731151839276805,0
0,0,0,0.0,0.0,0.0,135.55387637185086,0,5,25,1.3441959751703416,1289900,132.32895739263762,0
0,0,0,0.0,0.0,0.0,55.18582015959321,0,0,21,3.069604799959755,6181400,32.508241922589725,0
0,0,0,0.0,0.0,0.0,42.82541279818904,0,4,25,2.767586063330326,5194600,5.282192193334601,0
0,0,0,0.0,0.0,0.0,56.63226171404122,6,50,101,0.0873857381397218,2468800,10.524164059574384,0
0,0,0,0.0,0.0,0.0,237.8770029260656,13,44,55,0.1365998411940547,4428700,320.9554662086036,0
0,0,0,0.0,0.0,0.0,59.90761947307485,9,37,88,0.4164113868045591,2956600,5.003999912140222,0
0,0,0,0.0,0.0,0.0,162.56923716990386,0,9,15,2.5132312279345848,658900,162.01642556023265,0
0,0,0,0.0,0.0,0.0,157.37306490762347,0,0,0,27.408187681163096,2603500,129.8561996153191,0
0,0,0,0.0,0.0,0.0,48.579859595366,0,9,16,1.0687722580741126,1315700,60.5277857700717,0
0,0,0,0.0,0.0,0.0,52.629967426294336,0,19,28,1.3445810910123877,1185500,59.42697781007431,0
0,0,0,0.0,0.0,0.0,24.51080280174675,0,9,29,2.107002231965978,2907900,9.999629136222708,0
0,0,0,0.0,0.0,0.0,50.52418519263715,4,47,125,0.4485289312690816,1361600,13.076201088825863,0
0,0,0,0.0,0.0,0.0,96.20752598131163,0,0,0,9.419711513630036,1366900,53.623428076790056,0
0,0,0,0.0,0.0,0.0,57.29622606396603,0,34,108,1.3611000918849665,2440600,2.5237833838622525,0
0,0,0,0.0,0.0,0.0,209.85867553200515,5,10,14,0.1435288732899512,3908700,191.6117707777056,0
0,0,0,0.0,0.0,0.0,81.77038429335248,0,18,31,1.0108878905125471,1110900,215.8523607101215,0
0,0,0,0.0,0.0,0.0,55.60091386179764,4,49,111,0.1574388522473437,1994800,0.6425413923745891,0
0,0,0,0.0,0.0,0.0,197.8193273896908,0,0,0,11.378054237124836,1210000,173.90191105673733,0
0,0,0,0.0,0.0,0.0,32.62165969255782,0,0,9,3.444958373007378,4284000,52.03952687453768,0
0,0,0,0.0,0.0,0.0,43.69899921581642,0,0,46,3.2691512569282555,1473900,0.8484570783564972,0
0,0,0,0.0,0.0,0.0,31.299334511214813,0,5,63,2.048520499656961,1010500,13.687822133914468,0
0,0,0,0.0,0.0,0.0,142.8476437216982,0,15,25,1.1210730087189549,2864300,139.59515060235483,0
0,0,0,0.0,0.0,0.0,44.588807907321055,0,10,46,2.148814955435644,3234300,2.25940253671214,0
0,0,0,0.0,0.0,0.0,43.00177452361878,1,9,15,0.5161421287124083,2526800,22.29806973854232,0
0,0,0,0.0,0.0,0.0,55.30633341502704,6,48,122,0.4747033810663985,6045100,1.915213778261533,0
0,0,0,0.0,0.0,0.0,196.6545795293493,7,48,100,0.3493961471021397,1496300,179.1276121507356,0
0,0,0,0.0,0.0,0.0,38.03343392712098,0,9,51,1.8237622661473063,4251900,5.094379418269267,0
0,0,0,0.0,0.0,0.0,248.00466862930807,2,2,4,0.3508996965216706,3106900,336.08052918800746,0
0,0,0,0.0,0.0,0.0,361.7658624890589,0,16,52,1.7051077969127904,3011800,340.73631689681474,0
0,0,0,0.0,0.0,0.0,79.06526162195617,1,8,16,0.9826252588211568,4993200,70.62510460308746,0
0,0,0,0.0,0.0,0.0,168.0197494963709,11,52,105,0.7292194679713412,4587100,132.8130270920795,0
0,0,0,0.0,0.0,0.0,178.73415641163868,1,2,2,0.6512201220583957,6828300,106.21734717330348,0
0,0,0,0.0,0.0,0.0,50.91605312536061,0,0,0,9.369127192722686,1412600,15.42422149969338,0
0,0,0,0.0,0.0,0.0,52.293147766053394,4,32,92,0.5250293074806168,6085600,5.119908255457718,0
0,0,0,0.0,0.0,0.0,362.0222918862478,4,27,48,0.779738282923154,1803800,340.5773590856491,0
0,0,0,0.0,0.0,0.0,27.13011805482462,0,2,12,2.477701506986308,1831000,2.200048549767889,0
0,0,0,0.0,0.0,0.0,31.746053520317805,0,0,3,4.1880968279666,1563400,44.139511880150025,0
0,0,0,0.0,0.0,0.0,137.69439020692252,0,4,21,2.723265763518772,4141200,134.4387293252216,0
0,0,0,0.0,0.0,0.0,40.93836522414709,0,11,46,1.828949983941685,6089000,2.799089186342952,0
0,0,0,0.0,0.0,0.0,202.5736424665921,0,17,50,1.168409525928173,5324100,184.8174148467924,0
0,0,0,0.0,0.0,0.0,693.4436071367415,0,0,3,3.388004017683763,1729900,841.1133095927217,0
0,0,0,0.0,0.0,0.0,39.08295060662388,0,18,34,1.7960399080181375,5115100,1.733732384696145,0
0,0,0,0.0,0.0,0.0,368.3963942218616,2,5,11,0.5648546128892978,7047200,350.1695973058351,0
0,0,0,0.0,0.0,0.0,29.89471109309844,0,6,12,1.4324386344958024,1340800,5.565022956532363,0
0,0,0,0.0,0.0,0.0,58.06719330964047,0,0,0,7.282317157883557,1829300,57.64449855048932,0
0,0,0,0.0,0.0,0.0,248.4539534418581,3,4,10,0.9327344840414796,2154100,319.77606331019723,0
0,0,0,0.0,0.0,0.0,358.10190562707805,0,0,0,16.848049787040793,6550500,248.4742932478388,0
0,0,0,0.0,0.0,0.0,53.80341009993526,0,6,45,1.8113412390171824,1124900,64.66735739186528,0
0,0,0,0.0,0.0,0.0,47.790915035590906,0,10,54,1.1327282091157131,1644900,7.546028474096389,0
0,0,0,0.0,0.0,0.0,32.14134978807915,0,4,9,2.734259929918796,4653300,13.202673967587302,0
0,0,0,0.0,0.0,0.0,81.12467853258141,2,2,25,0.3669987009925196,2377600,216.27222424865585,0
0,0,0,0.0,0.0,0.0,50.77627882310112,7,43,89,0.5921604054480883,1739400,9.809013463115882,0
0,0,0,0.0,0.0,0.0,375.41991381038457,0,3,11,2.6917521209970148,3343100,354.8372950260296,0
0,0,0,0.0,0.0,0.0,90.28460352382244,2,7,9,0.3851164674102258,1141700,42.311057458432,0
0,0,0,0.0,0.0,0.0,160.48389764219502,3,9,14,0.7595381699766621,1739100,124.5737019575356,0
0,0,0,0.0,0.0,0.0,213.35343983108493,12,27,55,0.3773110061214387,1464800,164.86274536404258,0
0,0,0,0.0,0.0,0.0,281.0648542036872,0,0,0,98.48232297989428,5953600,263.0230447036851,0
0,0,0,0.0,0.0,0.0,44.20508546306,3,21,40,0.8377226721493204,5456300,30.43129226442032,0
0,0,0,0.0,0.0,0.0,183.2794155141629,7,32,57,0.248656042958584,5479800,164.77667048284468,0
0,0,0,0.0,0.0,0.0,6.241157489835315,5,9,13,0.4445280934177593,6342200,5.86111680771409,0
0,0,0,0.0,0.0,0.0,106.2291134904835,3,17,22,0.9928845343565446,1792300,229.79155547397272,0
0,0,0,0.0,0.0,0.0,43.8008887681275,3,12,28,0.2580403044939566,2224700,22.99941866908567,0
0,0,0,0.0,0.0,0.0,211.40866298497212,6,10,10,0.0661024167229472,622200,193.15874196569132,0
0,0,0,0.0,0.0,0.0,50.95196683104305,29,71,129,0.1427613940867441,3971100,11.226654075863584,0
0,0,0,0.0,0.0,0.0,52.737147279789625,0,8,22,1.4350132192421472,1335400,33.59461220405247,0
0,0,0,0.0,0.0,0.0,58.27764333588596,0,14,24,1.3260002101538777,3187000,17.05525705228916,0
0,0,0,0.0,0.0,0.0,63.612386225290365,0,19,29,1.1518841177750982,3201200,16.716069308511162,0
0,0,0,0.0,0.0,0.0,53.70241855309316,6,49,116,0.3670552393785622,2962700,3.3653730534733106,0
0,0,0,0.0,0.0,0.0,92.74288314951929,0,0,13,4.5404915211170325,6199900,50.976784791760124,0
0,0,0,0.0,0.0,0.0,44.72841298045863,0,0,3,4.528765487095818,527800,3.46820271439006,0
0,0,0,0.0,0.0,0.0,345.41130444829275,0,0,0,5.689691835054283,1476600,329.43621031616453,0
0,0,0,0.0,0.0,0.0,332.9191903794285,0,0,0,48.10769954455593,2007400,287.73699072220273,0
0,0,0,0.0,0.0,0.0,51.39554081734626,3,11,15,0.4051719046479128,3905500,29.81128524153964,0
0,0,0,0.0,0.0,0.0,60.14710560954012,15,41,154,0.2282919965734128,2931500,8.672401077627537,0
0,0,0,0.0,0.0,0.0,235.74772602179857,0,0,0,5.538306534789093,2457100,371.0891294809055,0
0,0,0,0.0,0.0,0.0,19.03944208344585,0,0,0,8.096553234840387,1193600,15.990522255845304,0
0,0,0,0.0,0.0,0.0,466.45695975189136,0,0,6,4.596218446103082,4049400,454.2722976214564,0
0,0,0,0.0,0.0,0.0,50.71431437411318,2,10,20,0.6283043667719055,3749900,26.30088584870227,0
0,0,0,0.0,0.0,0.0,66.8088392222784,0,7,8,1.1858359415921955,2354600,64.25995110491161,0
0,0,0,0.0,0.0,0.0,38.359098011519336,0,12,63,1.708050485371303,5223400,3.83802732790232,0
0,0,0,0.0,0.0,0.0,155.605811925762,5,16,31,0.5585292124267771,5382700,292.7214653263045,0
0,0,0,0.0,0.0,0.0,92.05334726117393,0,5,13,1.196857876047831,4487100,49.99360833212347,0
0,0,0,0.0,0.0,0.0,166.96906166323814,1,27,100,0.8264432237342366,1623800,131.30291236833847,0
0,0,0,0.0,0.0,0.0,362.8213403495156,0,21,54,1.1842318458536012,1610300,341.93461036212244,0
0,0,0,0.0,0.0,0.0,73.01231146677006,0,6,7,1.267159752550196,5662400,31.902441681765648,0
0,0,0,0.0,0.0,0.0,71.48423142650994,0,6,8,1.796057938214083,6513300,67.69589946767944,0
0,1,1,0.0,230000.0,230000.0,1.956140476553248,0,65,131,1.0042432423397472,416400,0.7814792863420109,0
0,0,0,0.0,0.0,0.0,28.19415962007454,0,0,26,3.981015473954151,775200,10.504780742648084,0
0,0,0,0.0,0.0,0.0,83.67736174934225,0,6,13,1.8305200115805496,1141600,37.20949608906642,0
0,0,0,0.0,0.0,0.0,236.00560960413267,0,33,67,1.0261651900662276,1008400,318.7898171346898,0
0,0,0,0.0,0.0,0.0,399.805648182268,2,51,65,0.5596287011628779,3063400,271.04357501065897,0
0,0,0,0.0,0.0,0.0,52.503385266073344,5,42,108,0.4715073132698075,3391300,4.801725466539305,0
