banks_10mi,banks_1mi,banks_2mi,banks_3mi,banks_5mi,centerxy_full_0p5_intersect_count,centerxy_full_0p5_intersect_gla,centerxy_full_count_10mi,centerxy_full_count_1mi,centerxy_full_count_2mi,centerxy_full_count_3mi,centerxy_full_count_5mi,centerxy_full_gla_10mi,centerxy_full_gla_1mi,centerxy_full_gla_2mi,centerxy_full_gla_3mi,centerxy_full_gla_5mi,centerxy_full_nearest_dist,centerxy_gla_effective_10mi,centerxy_gla_effective_1mi,centerxy_gla_effective_2mi,centerxy_gla_effective_3mi,centerxy_gla_effective_5mi,country_code,dmm_count_10mi,dmm_count_1mi,dmm_count_2mi,dmm_count_3mi,dmm_count_5mi,dmm_gla_10mi,dmm_gla_1mi,dmm_gla_2mi,dmm_gla_3mi,dmm_gla_5mi,dmm_nearest_dist,hrsa_hospitals_10mi,hrsa_hospitals_1mi,hrsa_hospitals_2mi,hrsa_hospitals_3mi,hrsa_hospitals_5mi,hrsa_hospitals_nearest_dist,hrsa_number_of_certified_beds_10mi,hrsa_number_of_certified_beds_1mi,hrsa_number_of_certified_beds_2mi,hrsa_number_of_certified_beds_3mi,hrsa_number_of_certified_beds_5mi,inrix_aadt_ew,inrix_aadt_ns,inrix_afternoon_ew,inrix_afternoon_ns,inrix_breakfast_ew,inrix_breakfast_ns,inrix_dinner_ew,inrix_dinner_ns,inrix_ew_distance,inrix_lunch_ew,inrix_lunch_ns,inrix_night_ew,inrix_night_ns,inrix_ns_distance,inrix_overnight_ew,inrix_overnight_ns,ipeds_postsecondary_nearest_dist,ipeds_postsecondary_schools_10mi,ipeds_postsecondary_schools_1mi,ipeds_postsecondary_schools_2mi,ipeds_postsecondary_schools_3mi,ipeds_postsecondary_schools_5mi,ipeds_postsecondary_schools_total_enrollment_10mi,ipeds_postsecondary_schools_total_enrollment_1mi,ipeds_postsecondary_schools_total_enrollment_2mi,ipeds_postsecondary_schools_total_enrollment_3mi,ipeds_postsecondary_schools_total_enrollment_5mi,military_installations_10mi,military_installations_1mi,military_installations_2mi,military_installations_3mi,military_installations_5mi,nces_private_schools_10mi,nces_private_schools_1mi,nces_private_schools_2mi,nces_private_schools_3mi,nces_private_schools_5mi,nces_private_schools_nearest_dist,nces_private_schools_total_enrollment_10mi,nces_private_schools_total_enrollment_1mi,nces_private_schools_total_enrollment_2mi,nces_private_schools_total_enrollment_3mi,nces_private_schools_total_enrollment_5mi,nces_public_schools_10mi,nces_public_schools_1mi,nces_public_schools_2mi,nces_public_schools_3mi,nces_public_schools_5mi,nces_public_schools_nearest_dist,nces_public_schools_total_enrollment_10mi,nces_public_schools_total_enrollment_1mi,nces_public_schools_total_enrollment_2mi,nces_public_schools_total_enrollment_3mi,nces_public_schools_total_enrollment_5mi,osm_highway_exits_count_10mi,osm_highway_exits_count_1mi,osm_highway_exits_count_2mi,osm_highway_exits_count_3mi,osm_highway_exits_count_5mi,osm_nearest_exit_dist,places_of_worship_10mi,places_of_worship_1mi,places_of_worship_2mi,places_of_worship_3mi,places_of_worship_5mi,store,transitstop_nearest_dist,transitstops
67,4,14,20,37,1,431485.0,27,1,1,5,18,5363201.0,431485.0,431485.0,922317.0,4202345.0,0.299738995844914,5522221.444634925,731221.64304757,731221.64304757,1434669.24287724,4808958.002384983,US,12,1,1,2,11,4292347.0,394991.0,394991.0,782257.0,3877347.0,0.4331433131247667,4,1,1,1,2,0.8122615840698091,1010.0,260.0,260.0,260.0,560.0,14489,12736,1744.0,1603.0,1104.0,943.0,1589.0,1470.0,0.0705372717651375,1491.0,1350.0,858.0,789.0,0.0707023979118506,162.0,141.0,3.854883700917923,2,0,0,0,1,15867.0,0.0,0.0,0.0,13299.0,1,0,0,0,1,24,0,1,4,9,1.615432917313688,3815.0,0.0,487.0,799.0,1634.0,68,0,7,13,30,1.431688966173722,34786.0,0.0,4849.0,7396.0,16162.0,72,2,3,8,16,0.5150430034977496,188,1,17,33,70,SK 1495,0.0700936836202117,6
400,26,68,113,201,0,0.0,158,2,11,26,55,29240984.0,212370.0,1355231.0,5968536.0,10770661.0,0.7954542436075256,23412838.58202712,140461.53409025,1090334.35569294,4739831.81657808,9081238.611453049,US,47,2,4,12,23,19634634.0,260000.0,872338.0,5095915.0,8065774.0,0.5415053085417932,41,1,16,22,28,0.4068796336760995,10555.0,1.0,4976.0,7048.0,8607.0,1241,36106,151.0,3898.0,143.0,3840.0,150.0,3617.0,0.0149386674644406,121.0,3765.0,83.0,2586.0,0.0195914112938321,28.0,733.0,1.0779482984420714,37,0,6,8,16,192868.0,0.0,22384.0,95552.0,176716.0,0,0,0,0,0,99,0,8,20,45,1.053737006749816,25512.0,0.0,4002.0,7232.0,12668.0,404,2,9,36,106,0.7266595607616049,248231.0,1478.0,11022.0,19333.0,58666.0,468,7,13,53,174,0.5020850822449183,1511,20,81,160,434,SK 0030,0.01613349512804,36
54,6,10,23,40,3,372772.0,29,5,10,12,26,5314328.0,1186772.0,2263389.0,2458684.0,5081721.0,0.336555879042128,3613074.410182642,770595.29509644,1642605.533160295,1752987.1065744648,3447530.789204192,US,9,1,3,3,9,3217898.0,713000.0,1447258.0,1447258.0,3217898.0,0.6507422605096927,1,0,0,0,1,3.145087708196442,248.0,0.0,0.0,0.0,248.0,7636,2500,870.0,335.0,856.0,293.0,728.0,308.0,0.0195492340366814,783.0,264.0,350.0,193.0,0.0263648607125477,124.0,79.0,2.564057351844002,3,0,0,2,2,9861.0,0.0,0.0,2616.0,2616.0,3,0,0,0,3,13,0,1,3,7,1.747947104308414,1766.0,0.0,48.0,414.0,693.0,53,2,7,14,24,0.0982760477838111,38590.0,958.0,5454.0,10619.0,16603.0,66,4,18,37,52,0.4824804544128658,168,8,14,40,105,SK 0890,1.1966033060114114,0
357,5,13,19,73,3,477201.0,188,4,8,14,39,36447700.0,706269.0,1194805.0,1884793.0,5934775.0,0.099355344842006,29125898.554254457,646424.7493881299,892911.823960793,1189575.976598849,5101421.977171458,US,54,2,3,3,10,23078282.0,533584.0,779584.0,779584.0,3526390.0,0.1620222638748413,26,0,0,0,4,3.104158218972969,3004.0,0.0,0.0,0.0,166.0,7620,5772,1668.0,1290.0,1591.0,1096.0,1594.0,1270.0,0.0179178998769257,1463.0,1098.0,979.0,803.0,0.0229433102935852,326.0,216.0,3.1858924928336165,27,0,0,0,5,17168.0,0.0,0.0,0.0,7849.0,0,0,0,0,0,89,1,2,5,13,0.8648309503722205,20135.0,28.0,50.0,494.0,1680.0,309,1,9,29,77,0.5244619330994572,235771.0,928.0,6929.0,22522.0,54928.0,296,3,8,10,63,0.2120126546145798,1071,9,27,81,270,SK 0169,0.0344125134711881,10
87,2,5,12,20,2,1334632.0,54,3,4,8,13,12616112.0,1750889.0,1865894.0,2351916.0,3624167.0,0.207399488398869,16038035.68999245,2767533.9490455296,2913204.1106376,3580985.4768811897,5268976.677280361,US,21,3,3,4,6,8654636.0,1715866.0,1715866.0,1958247.0,2810952.0,0.2299777687830156,10,0,0,0,2,2.9990554041362016,1044.0,0.0,0.0,0.0,45.0,15228,16852,3416.0,3782.0,3283.0,3657.0,3280.0,3550.0,0.0291092789242846,2944.0,3374.0,1798.0,1922.0,0.0369318214738809,508.0,565.0,1.7836703942461,5,0,1,1,3,17571.0,0.0,20.0,20.0,555.0,0,0,0,0,0,26,0,3,4,7,1.404403898898495,3266.0,0.0,298.0,363.0,1592.0,99,1,6,13,32,0.4244236446533167,69043.0,959.0,3802.0,8854.0,30319.0,48,1,2,4,10,0.4808042999864961,265,1,8,40,67,SK 1099,6.258080746360946,0
72,7,10,12,23,1,423766.0,32,3,4,6,15,6714900.0,1044440.0,1099499.0,1278492.0,3301320.0,0.144420408336369,5819211.299743336,1584047.04881838,1584047.04881838,1677988.278251336,2893568.3404069864,US,8,1,1,1,4,4043037.0,650000.0,650000.0,650000.0,1985687.0,0.6033460966255297,6,0,4,4,4,1.294093695691313,1645.0,0.0,1228.0,1228.0,1228.0,3649,4535,790.0,1133.0,1041.0,866.0,649.0,947.0,0.0404752260324262,700.0,994.0,311.0,448.0,0.0405929837522102,158.0,147.0,1.489329837510511,7,0,2,3,6,19231.0,0.0,592.0,7016.0,18355.0,0,0,0,0,0,27,0,2,4,12,1.114098067162261,5327.0,0.0,307.0,477.0,2933.0,103,0,5,18,45,1.287911720261787,34542.0,0.0,2726.0,7734.0,14688.0,78,10,17,20,49,0.1857753104746694,220,5,32,59,105,SK 0520,0.037684402901089,12
121,1,10,16,42,0,0.0,57,0,3,10,16,12261649.0,0.0,699288.0,2630926.0,3490270.0,1.8588551283806292,7000978.419718012,0.0,537153.39643135,1576034.748055157,2030585.0053949668,US,17,0,1,4,6,7709771.0,0.0,212857.0,1663349.0,2155611.0,1.6837238612416907,13,0,0,0,0,5.432330504118138,2396.0,0.0,0.0,0.0,0.0,10332,34282,2344.0,4242.0,2699.0,2927.0,1957.0,3498.0,0.0522769558711957,2035.0,3590.0,957.0,1484.0,0.0211407702094376,340.0,303.0,2.322840313138641,6,0,0,2,3,26705.0,0.0,0.0,1545.0,25725.0,3,0,0,0,0,24,2,3,3,9,0.6591142541107574,5243.0,351.0,378.0,378.0,2254.0,240,6,13,31,85,0.1532393921643176,105899.0,3700.0,7275.0,15026.0,37364.0,70,0,16,22,34,1.0223271024464642,484,4,24,43,102,SK 1765,3.874297551997622,0
231,5,12,18,43,2,456674.0,163,2,5,11,29,30808223.0,456674.0,698988.0,1578564.0,3683513.0,0.199812564532537,21032787.511231504,513108.65574556,513108.65574556,884337.6375562199,2272482.7125668577,US,47,1,1,3,6,20753787.0,331325.0,331325.0,961325.0,1736351.0,0.2290375397122572,8,0,0,0,2,4.066187788418935,1734.0,0.0,0.0,0.0,247.0,16920,4749,2181.0,1029.0,2355.0,1150.0,1924.0,913.0,0.0344370864165119,2032.0,924.0,1145.0,538.0,0.053244834681959,374.0,194.0,4.633293861015949,21,0,0,0,3,37124.0,0.0,0.0,0.0,3139.0,0,0,0,0,0,81,0,3,6,16,1.476243330702332,19610.0,0.0,437.0,677.0,2754.0,156,3,11,12,36,0.4086749080578283,151376.0,2746.0,9870.0,11078.0,30926.0,145,3,5,9,47,0.159926539108055,835,17,55,89,229,SK 1506,0.0561818501660167,10
284,10,49,65,113,3,650450.0,112,7,12,17,31,20161299.0,2684979.0,3185501.0,3731810.0,5997914.0,0.1027720829095353,14593327.357923403,1935069.437865031,2099058.065937821,2522383.0738499914,3906219.672367552,US,35,5,6,6,8,14901414.0,2331056.0,2539178.0,2539178.0,3242893.0,0.4877283125132461,24,0,2,2,12,1.3358869640105029,6963.0,0.0,745.0,745.0,3072.0,2215,3274,590.0,827.0,370.0,610.0,505.0,686.0,0.0257677691829251,474.0,801.0,236.0,296.0,0.0318637040018417,40.0,54.0,1.5114002434774378,32,0,3,5,11,118169.0,0.0,20013.0,30400.0,33226.0,0,0,0,0,0,109,1,10,19,52,0.9544947255960762,26362.0,251.0,1062.0,3472.0,13195.0,274,3,19,34,89,0.3200459654287019,106693.0,561.0,6014.0,12166.0,33841.0,323,7,22,36,61,0.2111069470448631,1119,9,55,128,352,SK 1196,0.1229766793815995,13
21,1,16,20,21,1,633000.0,13,1,6,8,12,2749851.0,633000.0,1322210.0,1471850.0,2404851.0,0.1519391608828849,2129766.374178042,770622.37670451,1438315.6919987698,1438315.6919987698,1892040.5228376728,US,3,1,1,1,2,1585181.0,631027.0,631027.0,631027.0,1252319.0,0.1133237666768384,4,1,4,4,4,0.3940516046847044,420.0,37.0,420.0,420.0,420.0,4474,6710,1165.0,655.0,795.0,422.0,944.0,555.0,0.0214501994942866,1071.0,574.0,397.0,258.0,0.0182815471441169,103.0,58.0,1.7414511978428269,1,0,1,1,1,237.0,0.0,237.0,237.0,237.0,1,0,0,0,1,10,1,4,8,9,0.8626265344651198,1743.0,100.0,1058.0,1719.0,1731.0,24,1,10,15,19,0.9916959111090536,15762.0,1581.0,8353.0,11537.0,13285.0,32,2,6,14,21,0.2489503602144168,70,3,24,41,56,SK 1427,1.539550012450965,0
123,4,6,19,77,1,62169.0,44,2,2,6,11,8565862.0,578076.0,578076.0,877237.0,2815454.0,0.2057171169369429,6657282.983033958,308378.18714651,308378.18714651,379267.046348739,1797266.616617449,US,12,1,1,1,5,5054079.0,515907.0,515907.0,515907.0,3521705.0,0.9116403667771734,11,1,2,2,6,0.833248362962686,3272.0,155.0,275.0,275.0,1701.0,812,16550,84.0,4185.0,85.0,3719.0,70.0,3155.0,0.0154062915601067,74.0,3477.0,35.0,1520.0,0.0143355257759854,24.0,493.0,4.46031627112775,14,0,0,0,5,56479.0,0.0,0.0,0.0,49264.0,1,0,0,0,1,41,0,3,5,12,1.278839093660538,12071.0,0.0,1375.0,2343.0,4090.0,118,2,9,14,25,0.5293288863393615,59562.0,666.0,4665.0,10008.0,16191.0,110,3,7,8,29,0.1096173663647273,440,5,18,32,90,SK 1159,0.1067239715201386,9
29,7,8,11,25,1,601322.0,11,2,7,7,8,2572808.0,782705.0,1991240.0,1991240.0,2081500.0,0.4901371450934371,2369697.3726770403,535347.7030915599,1924002.68353015,1924002.68353015,1924002.68353015,US,4,1,4,4,4,1497956.0,609653.0,1497956.0,1497956.0,1497956.0,0.4653688311032247,5,0,0,2,4,2.238164073251546,561.0,0.0,0.0,50.0,405.0,2933,26194,438.0,3153.0,341.0,2229.0,360.0,2715.0,0.0642607102209569,383.0,2940.0,169.0,1424.0,0.0217626276787594,37.0,274.0,0.4928251153877939,6,1,1,3,5,4282.0,389.0,389.0,654.0,1419.0,0,0,0,0,0,5,0,1,3,5,1.971498230843536,2121.0,0.0,753.0,1341.0,2121.0,28,0,3,8,15,1.259680891397241,14476.0,0.0,1759.0,5508.0,9558.0,10,0,0,0,6,3.551372665363576,58,4,7,14,44,SK 1686,8.636806237922316,0
57,0,4,6,26,1,87155.0,47,1,3,4,22,7484538.0,87155.0,255736.0,586054.0,3981215.0,0.051608329413421,6801701.506868749,0.0,0.0,345346.30451558,4149156.199803346,US,13,0,0,1,9,4270988.0,0.0,0.0,360000.0,2843416.0,2.6789668935457445,4,0,0,1,2,2.0761575808150066,650.0,0.0,0.0,1.0,201.0,12991,2009,3071.0,258.0,2624.0,216.0,3040.0,238.0,0.0313067449126184,2180.0,198.0,1637.0,120.0,0.070281442650083,438.0,34.0,7.843065058853131,3,0,0,0,0,26391.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,0,0,0,7,3.585149713250952,3354.0,0.0,0.0,0.0,569.0,74,0,6,10,25,1.1382234427473403,92172.0,0.0,10403.0,15035.0,32325.0,31,0,0,0,4,3.4579017186073493,405,2,15,25,113,SK 0762,4.9387341629220165,0
96,0,4,7,16,0,0.0,94,0,7,9,18,16332208.0,0.0,1216007.0,1407085.0,2255531.0,1.1952287398458974,9431082.69484905,0.0,754276.9361022799,919091.13026558,1018796.796390815,US,31,0,2,2,2,11846814.0,0.0,674475.0,674475.0,674475.0,1.3556469596982696,6,0,0,0,0,5.412511126747582,383.0,0.0,0.0,0.0,0.0,1129,259,271.0,57.0,232.0,54.0,242.0,52.0,0.0176999335200979,216.0,44.0,132.0,28.0,0.02388346098857,36.0,24.0,5.178207450158721,14,0,0,0,0,22051.0,0.0,0.0,0.0,0.0,0,0,0,0,0,36,0,1,2,10,1.7070887556607084,4426.0,0.0,82.0,300.0,1347.0,125,0,4,8,27,1.0696442838739588,126590.0,0.0,5309.0,11229.0,32700.0,81,0,2,5,15,1.2353756846988786,789,3,12,39,151,SK 0683,5.250623577160887,0
78,0,7,8,27,0,0.0,74,0,5,7,22,11428523.0,0.0,764744.0,895821.0,3145582.0,1.2345140091252371,10847287.748628356,0.0,780322.8106726101,780322.8106726101,2820584.035061959,US,15,0,1,1,5,5672485.0,0.0,318003.0,318003.0,1737051.0,1.700870410668027,2,0,0,0,0,7.412639084642545,634.0,0.0,0.0,0.0,0.0,16746,2446,3558.0,309.0,4332.0,213.0,3234.0,279.0,0.0332055079240591,3323.0,266.0,1721.0,144.0,0.0301924607316914,579.0,30.0,4.251007061407765,4,0,0,0,1,61997.0,0.0,0.0,0.0,48071.0,0,0,0,0,0,25,1,2,3,9,0.394689081624233,5604.0,140.0,163.0,649.0,2436.0,83,2,8,14,26,0.8441301951779387,79260.0,3136.0,7225.0,12714.0,23655.0,55,0,0,0,13,3.418525818835349,399,6,24,63,121,SK 1388,4.397919459312723,0
387,11,26,63,158,2,351841.0,157,3,9,16,51,29921212.0,402449.0,1060283.0,3442707.0,10041661.0,0.1273634311699701,25293733.544825684,280916.5676601,518385.5676601,2330517.64675574,7582379.671214308,US,47,1,2,5,15,20555234.0,251972.0,446972.0,1823954.0,6565948.0,0.2198538090387378,41,3,17,20,27,0.5577498418112748,10472.0,591.0,7175.0,8020.0,8463.0,190,7684,24.0,1902.0,24.0,1469.0,21.0,1653.0,0.0105874835084227,21.0,1674.0,16.0,784.0,0.010681010638129,9.0,201.0,0.9147479761965036,37,1,5,6,13,192342.0,6831.0,17598.0,17750.0,156562.0,0,0,0,0,0,91,0,6,15,38,1.0765363128706988,24623.0,0.0,1513.0,4865.0,11888.0,385,16,22,29,103,0.5232283538835801,241018.0,1994.0,6864.0,11759.0,57787.0,441,0,11,50,123,1.0526851695280797,1400,4,39,107,412,SK 1265,0.0652617831547046,35
75,1,6,6,20,2,205091.0,94,3,9,12,29,17214586.0,943411.0,1566535.0,1916683.0,5276762.0,0.3486010148306196,16320656.855304305,1431127.88441081,2314113.07159166,2449148.38181309,4712449.248102023,US,23,2,3,4,9,9889884.0,499745.0,568245.0,775099.0,3604822.0,0.8930169935178713,9,1,1,3,5,0.753717762025913,979.0,178.0,178.0,248.0,718.0,9992,10186,2264.0,2307.0,2620.0,2669.0,1859.0,1895.0,0.0378228670730201,2020.0,2062.0,900.0,917.0,0.0382931784129415,328.0,336.0,4.225365250215432,1,0,0,0,1,754.0,0.0,0.0,0.0,754.0,0,0,0,0,0,11,0,0,0,5,3.295926953032475,3775.0,0.0,0.0,0.0,585.0,166,5,12,17,54,0.7919022690188767,104927.0,4182.0,10591.0,12539.0,33419.0,91,6,17,24,44,0.3992788396417633,223,3,15,29,79,SK 1863,2.567584038983426,0
206,1,9,21,44,0,0.0,137,1,4,9,20,26899805.0,128894.0,1461335.0,1984347.0,4932491.0,0.6107955208196418,23689454.1113772,129432.54590392,1627835.20400956,2164756.73153865,3979821.11116543,US,40,0,2,5,8,17915065.0,0.0,1151708.0,1643925.0,4525553.0,1.5668049679159992,19,0,0,2,2,2.300291846577325,1902.0,0.0,0.0,120.0,120.0,2552,1593,591.0,207.0,430.0,249.0,576.0,168.0,0.0466584024660626,510.0,201.0,360.0,84.0,0.0454251701885112,85.0,37.0,1.5516563782917474,19,0,2,2,4,15678.0,0.0,2993.0,2993.0,3133.0,0,0,0,0,0,59,0,0,1,8,2.3919072650452686,15413.0,0.0,0.0,126.0,1583.0,229,4,8,13,43,0.6741661117099554,160011.0,1970.0,4556.0,7921.0,28483.0,472,4,15,44,125,0.3881009539925756,803,6,13,32,111,SK 1287,0.0657503742690402,22
43,2,2,12,25,1,138102.0,15,1,1,2,8,2779479.0,138102.0,138102.0,238715.0,1162584.0,0.2802885765407207,3444380.760489322,285215.47667783,285215.47667783,385828.47667783,1092908.91631953,US,5,0,0,0,2,2047392.0,0.0,0.0,0.0,589500.0,4.122013818137527,1,0,0,0,0,6.817121309736812,429.0,0.0,0.0,0.0,0.0,21464,22418,2282.0,2351.0,2372.0,2447.0,2113.0,2160.0,0.1143381787004615,2138.0,2179.0,1410.0,1425.0,0.0403353245415166,402.0,421.0,1.4356590518729542,1,0,1,1,1,33175.0,0.0,33175.0,33175.0,33175.0,0,0,0,0,0,4,0,1,2,3,1.1777619711953833,819.0,0.0,29.0,58.0,757.0,28,0,3,9,15,1.5542263385925714,16705.0,0.0,1619.0,5784.0,9928.0,14,0,2,3,6,1.3480253798918242,83,3,12,37,52,SK 0402,0.3965416447277444,1
105,2,10,15,38,2,336309.0,63,4,12,15,33,13318290.0,763335.0,2867150.0,3173627.0,7088257.0,0.1257314103628128,11147165.065131905,940184.38272666,3629290.008171218,3842173.179642176,6145638.473971464,US,20,1,4,4,9,8630084.0,986674.0,1804484.0,1804484.0,4129334.0,0.9879437579859118,8,0,0,0,1,2.9981729880508152,1485.0,0.0,0.0,0.0,24.0,19669,1532,2647.0,175.0,1892.0,171.0,2335.0,145.0,0.0170399450954339,2236.0,156.0,1228.0,79.0,0.020423237202278,248.0,33.0,1.489907560297444,13,0,1,1,4,88629.0,0.0,124.0,124.0,16673.0,2,0,0,0,0,17,0,1,3,5,1.833887785149861,1972.0,0.0,258.0,624.0,919.0,183,1,17,33,78,0.2572969074343126,89984.0,349.0,10601.0,19299.0,41214.0,78,0,0,1,10,2.975386129462099,550,13,49,115,261,SK 1838,5.783274783988759,0
171,5,14,23,44,1,212646.0,109,2,9,16,35,22036871.0,270830.0,1693618.0,3128806.0,5522697.0,0.2987348233588911,25524262.375297178,313536.17901576,2337175.95327325,4064895.27338917,6403841.0489691,US,31,1,2,5,6,12276447.0,203495.0,726349.0,1509721.0,1802721.0,0.2844937604709388,16,0,1,2,4,1.9344443829268565,1266.0,0.0,60.0,61.0,138.0,10895,22547,2168.0,4902.0,3099.0,4672.0,1995.0,4708.0,0.1601666468004644,2093.0,4285.0,1033.0,3075.0,0.0296912776809878,507.0,905.0,2.941913230954264,7,0,0,1,1,5303.0,0.0,0.0,47.0,47.0,0,0,0,0,0,44,1,5,6,15,0.7347191406535286,6596.0,10.0,545.0,952.0,1673.0,186,3,8,19,50,0.4915007214634457,202253.0,2909.0,12327.0,27499.0,54937.0,135,0,5,7,19,1.6554985059712033,550,13,28,57,162,SK 1203,2.518252164837884,0
24,3,8,8,10,0,0.0,8,0,3,3,5,1364877.0,0.0,253865.0,253865.0,563110.0,1.177384772182278,1366090.0854447302,0.0,283269.56935371,283269.56935371,570829.52199077,US,2,0,1,1,1,594693.0,0.0,350000.0,350000.0,350000.0,1.1698497145362157,2,0,0,0,0,7.015521386994956,170.0,0.0,0.0,0.0,0.0,30103,891,3239.0,0.0,2931.0,0.0,3037.0,0.0,0.0191253749074811,2979.0,0.0,1992.0,0.0,0.0145188674578436,514.0,0.0,0.831023951564583,3,1,1,1,2,38271.0,29483.0,29483.0,29483.0,36691.0,0,0,0,0,0,3,0,1,1,1,1.8978451005004808,328.0,0.0,84.0,84.0,84.0,21,0,0,2,7,2.3157051603246623,12416.0,0.0,0.0,1598.0,4644.0,7,0,1,2,5,1.5909181945803137,107,11,13,22,42,SK 1213,0.2154664382333988,8
19,10,13,16,16,1,98972.0,2,1,2,2,2,339686.0,98972.0,339686.0,339686.0,339686.0,0.4002426447522288,240714.0,0.0,240714.0,240714.0,240714.0,US,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.06362573325825,3,0,2,2,3,1.844969552326608,222.0,0.0,198.0,198.0,222.0,479,19974,54.0,2354.0,37.0,1818.0,48.0,2032.0,0.0913848863132059,39.0,1981.0,29.0,1301.0,0.0207207673899645,24.0,360.0,0.5977159941025583,2,1,1,1,2,19192.0,12841.0,12841.0,12841.0,19192.0,0,0,0,0,0,3,1,1,3,3,0.4168215310659857,885.0,107.0,107.0,885.0,885.0,14,2,10,10,11,0.1947889221323408,6288.0,1667.0,4226.0,4226.0,4857.0,16,3,7,8,10,0.3016831071327603,38,7,29,32,36,SK 0471,64.38554364387704,0
422,4,23,42,152,6,1260935.0,184,7,19,26,55,31592449.0,1372189.0,5471919.0,6382616.0,10497096.0,0.1815356066330845,29027447.21047837,1170359.588599385,5035377.501237906,5833691.662656906,10195394.282927817,US,48,2,10,10,20,18705331.0,790125.0,4499631.0,4499631.0,6707957.0,0.2296370940646715,39,0,5,6,12,1.1487203131413202,6780.0,0.0,953.0,993.0,2341.0,11108,11290,2408.0,2439.0,2445.0,2486.0,2282.0,2315.0,0.0272839211496092,2279.0,2309.0,1349.0,1381.0,0.0318372837982103,344.0,360.0,1.0923054273862571,39,0,3,5,9,180288.0,0.0,1703.0,15473.0,19835.0,0,0,0,0,0,103,2,5,12,45,0.7727616387023892,29138.0,316.0,731.0,2965.0,10301.0,370,6,16,37,88,0.1907335463449402,221687.0,3997.0,6546.0,24148.0,56565.0,468,0,13,16,85,1.1143337229291377,1215,11,33,80,342,SK 1352,0.0734050707750266,49
180,3,11,32,62,1,142418.0,99,2,6,17,36,21740593.0,213418.0,1167682.0,2646364.0,8160858.0,0.123042359073852,26346267.89262551,427254.0,3068161.94102391,5086643.58627538,10951900.65794939,US,40,1,3,6,14,17243032.0,500000.0,1101566.0,2064762.0,6648387.0,0.5336029035735949,21,1,1,3,6,0.4222314126969393,1022.0,70.0,70.0,134.0,321.0,22088,1113,5209.0,273.0,3391.0,190.0,5394.0,257.0,0.028216259187516,4010.0,239.0,3489.0,126.0,0.0308492512454303,594.0,28.0,2.3253016433172764,2,0,0,1,1,252.0,0.0,0.0,34.0,34.0,0,0,0,0,0,39,1,4,10,14,0.2994478013662028,10566.0,50.0,1128.0,2073.0,5231.0,202,1,18,30,67,0.4852320291272873,158351.0,617.0,15879.0,28379.0,57487.0,95,2,6,10,40,0.2815168058011694,410,4,31,48,112,SK 1178,4.808251221600534,0
111,3,8,8,18,1,99176.0,41,3,4,4,9,6554875.0,289624.0,367325.0,367325.0,1148819.0,0.0774899542616031,4978607.070253875,135448.0,135448.0,135448.0,685887.520215702,US,10,0,0,0,1,3242524.0,0.0,0.0,0.0,270000.0,4.48612235606835,18,0,1,1,1,1.7293778498315744,2811.0,0.0,40.0,40.0,40.0,835,638,125.0,69.0,94.0,74.0,100.0,64.0,0.0250313760645585,100.0,57.0,50.0,31.0,0.0262066832050228,24.0,24.0,0.2973180165667772,16,1,1,1,2,68397.0,3156.0,3156.0,3156.0,4591.0,3,0,0,0,2,48,1,1,1,4,0.7773681317079139,16594.0,407.0,407.0,407.0,691.0,125,3,6,9,24,0.5971317226003147,72364.0,3200.0,4588.0,6546.0,16704.0,98,0,0,0,9,3.3126927163216067,532,4,8,22,100,SK 0020,7.04144809418411,0
87,7,14,25,41,1,793153.0,34,2,4,14,20,7549484.0,878524.0,1369161.0,3380856.0,4326887.0,0.1775414057462656,5503752.901461915,477344.65047436,662317.8624415849,2490392.579955891,3148366.118289754,US,13,1,3,5,7,5657148.0,700226.0,1200000.0,2170617.0,2727901.0,0.1723945248929171,7,1,1,1,2,0.7781960567189187,706.0,22.0,22.0,22.0,303.0,23464,5221,5315.0,1380.0,5902.0,999.0,4434.0,1045.0,0.0371765871278872,5025.0,1300.0,2173.0,402.0,0.0796362743180055,615.0,96.0,2.9106545985025,4,0,0,1,3,38085.0,0.0,0.0,1412.0,38048.0,0,0,0,0,0,8,0,0,2,5,3.160636968642325,763.0,0.0,0.0,33.0,201.0,89,4,12,17,43,0.3627419736109096,48249.0,4110.0,10088.0,13183.0,24230.0,22,0,3,6,13,1.7217417889537088,238,6,15,43,100,SK 1585,0.0836335560463793,7
