age0018_p_ta,age65pl_p_ta,age85pl_p_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_p_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_p_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_p_ta,dtpop_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_p_ta,edu_9to12_p_ta,edu_assocdeg_p_ta,edu_bach_p_ta,edu_bachplus_female_p_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_p_ta,edu_highsch_p_ta,edu_lt9_p_ta,edu_master_p_ta,edu_profdeg_p_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_p_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_p_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_p_ta,hh_type_fam_p_ta,hh_type_female_child_p_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_child_p_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_child_p_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_p_ta,hhinc150pl_p_ta,hhinc30lt_p_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_1mi,medhhinc_dma,medhhinc_ta,medsalcy_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,store_num,wealth_hhavg_ta,wealth_hhtotal_ta,white_p_ta
0.2183,0.1373,0.0166,0.0335,94989.0,83219.0,0.0812,0.182,0.1294,0.1533,0.1571,0.1569,0.4029,112.0,4752.1533,68965.0,0.0862,0.0632,0.0645,0.0022,0.1535,0.1464,0.0049,62603.0,0.003,0.0233,0.0605,0.0859,0.2333,0.1894,0.1668,0.3562,0.0105,0.255,0.0207,0.0953,0.0172,0.2217,0.0668,0.0494,0.0446,0.0509,0.0315,0.125,0.1651,0.0182,0.0032,0.1358,0.0,0.0007,0.0305,0.6062,0.0618,0.0326,0.0111,0.125,0.0271,0.0015,0.0009,0.0177,37951.0,2792251.0,0.1805,0.1892,0.78,0.0,0.0633,0.0552,0.3576,0.3989,0.333,0.3949,0.1476,0.1155,0.1,0.0313,0.0383,0.0042,0.0146,0.0089,874.3238,0.0105,0.5243,0.4757,0.3576,0.5399,0.0478,0.0405,0.0883,0.0204,0.016,0.0364,0.1437,0.2715,0.4152,0.1025,11518.0,2.531,0.8508,0.2754,0.1142,0.1721,0.0545,6623.0,4895.0,954.0,54607.0,66049.0,67590.4979,46964.82,0.2165,2.8981,0.6827,0.0,0.0017,0.3156,11518.0,0.031,35143.9,0.001515,2258.5307,-15.0,167.0,1925.0,29753.0,10.6985,2.1682,0.7596,0.0768,2464541.0,13560411.0,83002508.0,7765792.0,SK 1212,230211.0,11518.0,0.7997
0.1919,0.228,0.0197,0.0409,112967.0,110966.0,0.0512,0.29,0.0051,0.0141,0.0444,0.1011,0.8305,66.0,2219.0182,87745.0,0.1882,0.0626,0.2373,0.0042,0.0485,0.0334,0.0109,49266.0,0.0147,0.0876,0.0204,0.106,0.2911,0.2374,0.231,0.4685,0.0198,0.2059,0.0187,0.1199,0.0376,0.1805,0.0717,0.0614,0.0355,0.0458,0.0682,0.0496,0.2626,0.0177,0.0022,0.0622,0.0,0.0,0.0516,0.3611,0.0696,0.0277,0.0253,0.1335,0.0053,0.0018,0.0031,0.0048,17790.0,4226154.0,0.1705,0.1129,0.0,0.0,0.1421,0.0277,0.2576,0.3528,0.3631,0.4405,0.1718,0.1287,0.1332,0.0429,0.0513,0.0074,0.0148,0.0081,1056.0246,0.0209,0.6175,0.3825,0.2576,0.6752,0.0481,0.044,0.0921,0.0286,0.0147,0.0433,0.178,0.3618,0.5398,0.0672,23445.0,3.6665,0.242,0.4026,0.2158,0.1218,0.2413,16350.0,7096.0,1581.0,75106.0,60197.0,81356.5282,44867.25,0.1808,3.1778,0.6183,0.0,0.0018,0.3799,23445.0,0.0275,45597.23,0.000901,2578.7912,-198.0,87.0,0.0,57253.0,-0.9614,3.7604,0.4514,0.0631,5770109.0,32479811.0,200487941.0,18259968.0,SK 0058,256423.0,23445.0,0.6391
0.2643,0.1401,0.0118,0.0486,121663.0,144570.0,0.0486,0.204,0.1198,0.3263,0.2389,0.1198,0.194,223.0,6396.6017,95848.0,0.1554,0.0565,0.0873,0.0036,0.0492,0.0363,0.0092,60616.0,0.0152,0.0268,0.0618,0.0514,0.2678,0.2319,0.2268,0.4587,0.0218,0.1837,0.1079,0.1215,0.0477,0.1365,0.04,0.1028,0.0148,0.1408,0.0235,0.0431,0.1214,0.0231,0.002,0.1226,0.0,0.0111,0.0483,0.6096,0.0678,0.0275,0.0328,0.1091,0.0372,0.0045,0.0015,0.0255,36951.0,8219027.0,0.2099,0.143,0.0399,0.0,0.4392,0.0605,0.3214,0.3892,0.2942,0.4108,0.1383,0.1024,0.117,0.0262,0.0663,0.0109,0.0355,0.0273,1821.1642,0.0305,0.6173,0.3827,0.3214,0.5867,0.0579,0.0461,0.104,0.0186,0.0287,0.0473,0.2026,0.2327,0.4353,0.092,17258.0,7.4322,8.2918,0.4509,0.3121,0.1602,0.4585,8716.0,8542.0,2137.0,102436.0,72903.0,86335.2295,48754.64,0.1847,2.7704,0.7292,0.0,0.0049,0.2659,17258.0,0.0279,56565.02,0.014957,4710.8832,2508.0,133.0,2003.0,44642.0,2.0116,7.0692,7.7057,0.1277,4023281.0,22851787.0,139829526.0,12699145.0,SK 1169,241139.0,17258.0,0.4164
0.252,0.1512,0.016,0.0248,98610.0,98251.0,0.0376,0.2105,0.0549,0.1586,0.1396,0.116,0.5303,53.0,4887.5532,75062.0,0.2382,0.1263,0.1648,0.0058,0.0679,0.0486,0.0136,69140.0,0.014,0.0623,0.0378,0.0995,0.2465,0.1863,0.1768,0.3631,0.0108,0.2261,0.0244,0.0894,0.0164,0.249,0.0522,0.0294,0.03,0.0708,0.0679,0.0652,0.2427,0.0095,0.0007,0.0448,0.0,0.0,0.0918,0.3266,0.046,0.0177,0.0452,0.1672,0.0081,0.0045,0.0021,0.0031,22579.0,4710000.0,0.1704,0.1564,0.0,0.0,0.3704,0.0531,0.2269,0.3094,0.306,0.4083,0.1668,0.1621,0.1541,0.0488,0.0842,0.0183,0.0381,0.0239,1911.5637,0.0105,0.5558,0.4442,0.2269,0.7064,0.0536,0.0752,0.1288,0.0213,0.0222,0.0436,0.2419,0.2922,0.5341,0.0667,27041.0,6.7975,4.8108,0.3525,0.1637,0.1808,0.2008,17384.0,9657.0,2687.0,82007.0,67256.0,73350.7126,48200.86,0.1997,3.4415,0.6329,0.0,0.0051,0.362,27041.0,0.0348,35168.75,0.010368,5355.7497,-1436.0,53.0,164.0,75763.0,7.9147,7.034,5.2927,0.1025,7187688.0,40340945.0,269640301.0,23078793.0,SK 1340,238993.0,27041.0,0.702
0.2353,0.1778,0.0124,0.0333,81770.0,80099.0,0.2516,0.2371,0.1023,0.1443,0.2227,0.1067,0.4232,118.0,4459.6593,65565.0,0.2564,0.1161,0.2156,0.0064,0.0689,0.0476,0.015,23091.0,0.0264,0.0145,0.0956,0.052,0.155,0.1365,0.1125,0.249,0.0082,0.3067,0.0713,0.0671,0.0187,0.2253,0.0861,0.0434,0.009,0.1237,0.0341,0.0363,0.0808,0.0179,0.0,0.1142,0.0,0.0,0.0655,0.3022,0.0387,0.0393,0.0343,0.2297,0.0312,0.0011,0.0,0.0142,6978.0,1693244.0,0.1795,0.1377,0.0,0.0,0.2275,0.0617,0.2257,0.3539,0.2884,0.3838,0.1873,0.1454,0.1574,0.0368,0.0783,0.0183,0.0374,0.0254,2130.2691,0.0116,0.4648,0.5352,0.2257,0.7124,0.0901,0.0891,0.1792,0.0102,0.0436,0.0539,0.1841,0.2952,0.4793,0.0618,11030.0,-4.3079,-6.1378,0.2428,0.0972,0.25,0.2745,7003.0,4027.0,1020.0,56396.0,57470.0,58792.1346,44400.89,0.1976,3.2625,0.7494,0.0,0.0017,0.2489,11030.0,0.0197,28563.25,-0.012682,6032.35,-236.0,14.0,1065.0,31234.0,-3.1623,-4.2863,-6.1824,0.1194,2925010.0,15814722.0,109078633.0,9096742.0,SK 0296,223169.0,11030.0,0.421
0.2586,0.1176,0.0071,0.0265,109548.0,107583.0,0.0124,0.2086,0.1297,0.1239,0.0342,0.0701,0.6206,60.0,819.284,88349.0,0.2791,0.2009,0.1316,0.0076,0.0842,0.0609,0.0158,48677.0,0.0191,0.0517,0.0353,0.0732,0.2643,0.2393,0.2262,0.4655,0.0234,0.1641,0.0605,0.1383,0.0395,0.2014,0.0716,0.0714,0.0261,0.0602,0.1452,0.0309,0.1202,0.0233,0.0,0.084,0.0,0.0008,0.0452,0.2334,0.0446,0.0326,0.0335,0.1885,0.0059,0.0041,0.0,0.0087,11360.0,5212737.0,0.1929,0.1753,0.5185,0.0,0.0,0.0324,0.152,0.2297,0.2512,0.4268,0.1918,0.2244,0.2182,0.0594,0.1187,0.0273,0.0432,0.0249,343.0164,0.0217,0.6268,0.3732,0.152,0.8059,0.0732,0.0523,0.1254,0.0206,0.0347,0.0553,0.286,0.3393,0.6252,0.0421,20380.0,8.0978,8.5231,0.4379,0.2414,0.1602,0.7332,15311.0,5069.0,1031.0,88029.0,49188.0,87385.9657,38078.42,0.1856,2.6219,0.6736,0.0,0.0063,0.3202,20380.0,0.0103,34156.95,0.017154,1081.5451,-379.0,260.0,209.0,64259.0,50.3053,8.2787,8.8766,0.1056,5882925.0,33494332.0,221662722.0,18981601.0,SK 1852,256720.0,20380.0,0.2176
0.1964,0.1866,0.0143,0.0334,132304.0,125212.0,0.0322,0.2781,0.069,0.1301,0.0946,0.0936,0.6121,40.0,2028.3219,100241.0,0.1662,0.0619,0.1639,0.0048,0.0501,0.0361,0.0091,56295.0,0.0196,0.0355,0.0204,0.0975,0.2823,0.2325,0.2028,0.4353,0.0157,0.239,0.0124,0.1198,0.0175,0.1955,0.0688,0.0359,0.0398,0.0531,0.0467,0.0439,0.2011,0.0138,0.0027,0.0923,0.0,0.0,0.0521,0.5028,0.063,0.0142,0.0186,0.1757,0.05,0.0009,0.0051,0.0211,28304.0,5202901.0,0.1644,0.1512,0.0,0.0,0.2258,0.014,0.1763,0.2415,0.3093,0.4695,0.1782,0.1935,0.1864,0.0586,0.1006,0.0229,0.0329,0.0163,702.7686,0.0272,0.7329,0.2671,0.1763,0.8004,0.0459,0.0401,0.086,0.0095,0.0196,0.0291,0.2644,0.4209,0.6853,0.0234,19505.0,5.2006,4.6804,0.5589,0.316,0.0769,0.0552,17938.0,1567.0,684.0,114961.0,77010.0,111582.4538,46101.59,0.1851,2.747,0.6956,0.0,0.0016,0.3028,19505.0,0.0157,43198.11,0.009209,2043.6042,51.0,79.0,726.0,56719.0,36.8036,5.2077,4.6903,0.0352,6157709.0,35963574.0,218660265.0,20109150.0,SK 1546,277462.0,19505.0,0.8636
0.2214,0.1994,0.0123,0.0541,94109.0,88454.0,0.138,0.2557,0.0883,0.2025,0.1984,0.1462,0.3643,82.0,4516.9634,69968.0,0.2631,0.0676,0.2596,0.0059,0.0675,0.046,0.0156,16057.0,0.0305,0.0416,0.0534,0.101,0.2841,0.2148,0.1973,0.4121,0.0126,0.2163,0.0266,0.069,0.0464,0.1906,0.1297,0.0659,0.0371,0.03,0.0866,0.0908,0.1228,0.0284,0.0,0.0136,0.0,0.0,0.0691,0.2701,0.0403,0.0399,0.0355,0.1947,0.0067,0.0002,0.0046,0.0041,4337.0,1531111.0,0.1799,0.1238,0.0,0.0,0.8,0.0416,0.2703,0.4118,0.3217,0.4116,0.1759,0.0922,0.1311,0.0328,0.0622,0.01,0.0233,0.0155,2624.9377,0.0091,0.5116,0.4884,0.2703,0.6814,0.0815,0.0599,0.1414,0.0089,0.0185,0.0274,0.1719,0.3407,0.5126,0.0483,9331.0,-4.436,-6.4681,0.2889,0.1379,0.2275,0.1859,5740.0,3592.0,1385.0,61022.0,57470.0,65389.3211,40723.07,0.1914,3.1888,0.7042,0.0,0.0002,0.2956,9331.0,0.0312,34867.93,-0.013332,6665.0397,-95.0,33.0,0.0,23694.0,-6.9367,-4.4301,-6.4904,0.1309,2254548.0,12449666.0,85048165.0,7085831.0,SK 0006,237568.0,9331.0,0.5909
0.2408,0.1472,0.0115,0.0189,89694.0,90028.0,0.0142,0.2113,0.1277,0.2655,0.1681,0.1478,0.2899,125.0,777.2507,69982.0,0.1714,0.0973,0.1112,0.0049,0.0571,0.0426,0.0096,55367.0,0.0059,0.0296,0.0928,0.0474,0.1644,0.1482,0.1231,0.2713,0.013,0.2819,0.1043,0.076,0.0179,0.2023,0.0923,0.032,0.0077,0.0343,0.0583,0.0386,0.3006,0.0069,0.0096,0.0903,0.0,0.0,0.0842,0.5274,0.0356,0.0173,0.0103,0.1318,0.031,0.0011,0.002,0.012,29202.0,2907026.0,0.1885,0.1706,0.0865,0.0,0.1519,0.0458,0.2082,0.2701,0.3207,0.4226,0.1671,0.1838,0.1552,0.0536,0.0847,0.024,0.0346,0.0295,235.8691,0.011,0.4878,0.5122,0.2082,0.755,0.0609,0.044,0.1049,0.0205,0.0486,0.0692,0.2616,0.3194,0.5809,0.0368,16802.0,13.7549,13.2365,0.2963,0.158,0.1973,0.2404,10493.0,6309.0,1469.0,87129.0,57461.0,60719.2719,43797.88,0.1918,3.0996,0.6228,0.0,0.0032,0.374,16802.0,0.0742,31698.64,0.024614,677.5938,1138.0,118.0,713.0,48268.0,23.2616,13.5576,12.9278,0.1127,4424282.0,24097181.0,146089010.0,13932655.0,SK 1804,226355.0,16802.0,0.6523
0.2545,0.1501,0.013,0.034,77210.0,73477.0,0.3657,0.1982,0.1273,0.2461,0.246,0.1263,0.2529,113.0,1658.7564,57821.0,0.1665,0.0801,0.1176,0.0037,0.1578,0.1443,0.0098,55433.0,0.0097,0.0132,0.0546,0.0827,0.1825,0.1733,0.1343,0.3076,0.023,0.2757,0.0222,0.0855,0.0166,0.2573,0.0535,0.0555,0.011,0.018,0.0667,0.029,0.1914,0.0185,0.0007,0.0178,0.181,0.0004,0.0447,0.4552,0.042,0.0389,0.0272,0.1939,0.0031,0.001,0.0027,0.0027,25236.0,2811001.0,0.1682,0.146,0.391,0.3379,0.1244,0.0853,0.2924,0.4084,0.3248,0.3392,0.1686,0.1268,0.1221,0.0303,0.0578,0.0101,0.0205,0.0138,516.04,0.0056,0.4267,0.5733,0.2924,0.6083,0.0966,0.0857,0.1823,0.0225,0.0228,0.0453,0.1254,0.2553,0.3807,0.0993,17245.0,4.8502,1.7876,0.2023,0.0758,0.2364,0.0808,9102.0,8143.0,1961.0,47362.0,59652.0,55347.2205,45346.2,0.2246,3.0414,0.5278,0.181,0.001,0.2903,17245.0,0.0312,29387.29,0.003394,1333.3297,-163.0,344.0,1757.0,44558.0,-2.9064,4.5946,1.7085,0.1406,4117923.0,21973428.0,146928586.0,12726076.0,SK 0629,216652.0,17245.0,0.4882
0.225,0.1458,0.0168,0.0362,137315.0,143088.0,0.0786,0.1964,0.0578,0.014,0.0052,0.0569,0.8602,95.0,14580.3696,99495.0,0.0924,0.0503,0.0674,0.0018,0.1867,0.1794,0.0055,103387.0,0.0064,0.0332,0.0369,0.061,0.3387,0.2974,0.3225,0.6199,0.0316,0.1427,0.0281,0.1618,0.0877,0.1114,0.0797,0.0428,0.0308,0.0393,0.0615,0.0551,0.1988,0.0291,0.0071,0.0246,0.0,0.001,0.0291,0.5637,0.1777,0.1482,0.0153,0.0357,0.0095,0.0011,0.0124,0.0012,58283.0,6820859.0,0.2271,0.131,0.8482,0.0,0.1482,0.0817,0.4893,0.4934,0.3162,0.3394,0.0957,0.0602,0.062,0.0204,0.0232,0.005,0.008,0.0056,3600.4215,0.0389,0.6337,0.3663,0.4893,0.3956,0.0331,0.0291,0.0622,0.0223,0.0112,0.0335,0.0887,0.2111,0.2998,0.1151,25530.0,9.2017,10.5484,0.4759,0.3022,0.1828,0.2014,13153.0,12377.0,5193.0,100843.0,60197.0,94062.501,49257.98,0.1871,2.9575,0.5497,0.0,0.0012,0.4491,25530.0,0.0221,72299.74,0.016796,7221.2916,569.0,250.0,4134.0,51205.0,19.286,8.0141,8.6847,0.1256,4738435.0,27217929.0,166674272.0,15019030.0,SK 0280,251416.0,25530.0,0.6617
0.2569,0.1489,0.0121,0.0207,133304.0,190163.0,0.0505,0.2212,0.0105,0.0331,0.0124,0.005,0.9346,114.0,5391.6221,106072.0,0.1838,0.0905,0.1154,0.0051,0.049,0.0334,0.0105,57560.0,0.0139,0.0477,0.0676,0.0308,0.2888,0.259,0.2408,0.4998,0.0163,0.1398,0.1515,0.1236,0.0711,0.1105,0.0585,0.0263,0.0264,0.0227,0.0597,0.0735,0.1402,0.0127,0.0145,0.0365,0.0,0.0046,0.0548,0.4996,0.2691,0.0259,0.0334,0.1184,0.011,0.0053,0.0011,0.0041,28759.0,8348021.0,0.201,0.1535,0.0,0.0,0.0132,0.055,0.3047,0.3471,0.2919,0.4198,0.1435,0.123,0.1324,0.0401,0.0739,0.0149,0.0299,0.0237,1822.4084,0.0507,0.6243,0.3757,0.3047,0.6388,0.0522,0.0529,0.1051,0.0198,0.02,0.0398,0.2362,0.2577,0.4939,0.0565,19456.0,2.1795,-0.1565,0.4782,0.3496,0.1549,0.3788,11263.0,8193.0,1877.0,133430.0,76139.0,93287.543,48641.75,0.1714,3.1104,0.6054,0.0,0.0058,0.3889,19456.0,0.0142,73472.92,-0.000743,4718.3129,-830.0,343.0,0.0,50372.0,-5.0349,2.0806,-0.371,0.0895,5018195.0,28586885.0,178141511.0,15769036.0,SK 1239,251521.0,19456.0,0.5357
0.2504,0.1318,0.006,0.0105,124843.0,129493.0,0.0629,0.2185,0.0,0.0,0.0003,0.0088,0.9896,58.0,243.2948,102816.0,0.3052,0.1367,0.1594,0.0077,0.091,0.0658,0.0175,21498.0,0.0585,0.01,0.0304,0.1313,0.1719,0.1544,0.0949,0.2493,0.0068,0.2386,0.0284,0.0509,0.0196,0.322,0.0873,0.0742,0.0274,0.1146,0.1835,0.021,0.063,0.0,0.0,0.0404,0.0,0.0,0.068,0.2393,0.0622,0.0138,0.0282,0.143,0.0616,0.0049,0.0,0.0068,5144.0,2529635.0,0.1961,0.1653,0.0,0.0,0.0,0.0329,0.1271,0.198,0.2928,0.4143,0.2026,0.2424,0.2256,0.0806,0.0965,0.0318,0.0359,0.0194,118.2878,0.0234,0.7015,0.2985,0.1271,0.8506,0.0503,0.0201,0.0704,0.0519,0.0085,0.0605,0.3827,0.337,0.7197,0.0223,10452.0,10.7749,12.0329,0.5915,0.3515,0.1233,0.222,9160.0,1292.0,763.0,121914.0,72903.0,118122.2864,47013.49,0.1815,2.7764,0.6847,0.0,0.0049,0.3104,10452.0,0.0213,42067.58,0.023266,364.1155,2095.0,102.0,213.0,32174.0,73.7669,10.8495,12.1869,0.1214,3057411.0,17726099.0,105057585.0,9916861.0,SK 1781,256665.0,10452.0,0.6834
0.2237,0.2008,0.0242,0.0072,86986.0,70849.0,0.2471,0.2539,0.1462,0.2804,0.1857,0.0846,0.3006,107.0,764.5868,58294.0,0.2024,0.0897,0.2006,0.0047,0.0507,0.0341,0.0119,34788.0,0.0165,0.0199,0.0388,0.122,0.1659,0.1582,0.1243,0.2825,0.0042,0.2947,0.0199,0.0908,0.0216,0.2421,0.0628,0.0389,0.0118,0.0369,0.0485,0.0639,0.3177,0.0125,0.0,0.0487,0.0,0.0002,0.0763,0.4202,0.0769,0.0328,0.0221,0.124,0.0023,0.0025,0.0072,0.0126,14618.0,2296336.0,0.1802,0.1234,0.0,0.0,0.2253,0.0734,0.3319,0.4177,0.3317,0.3401,0.1586,0.1121,0.11,0.0408,0.0445,0.0159,0.0149,0.0083,367.4081,0.006,0.4339,0.5661,0.3319,0.6184,0.0585,0.0716,0.1301,0.0282,0.0221,0.0502,0.1343,0.3037,0.438,0.0497,16717.0,-1.0326,-1.8761,0.2195,0.0882,0.2595,0.0242,11331.0,5385.0,1713.0,49952.0,66049.0,56081.4584,46944.41,0.1808,2.3023,0.5983,0.0,0.0036,0.3981,16717.0,0.0289,30864.76,-0.003687,861.0921,506.0,80.0,171.0,39179.0,2.9136,-1.0034,-1.8302,0.1376,3664557.0,19795126.0,123284516.0,11396009.0,SK 1095,230879.0,16717.0,0.6926
0.2706,0.1318,0.0076,0.0916,85265.0,82403.0,0.1796,0.2065,0.1033,0.194,0.1391,0.1254,0.4371,113.0,4589.6425,68657.0,0.199,0.0793,0.1031,0.0043,0.0491,0.033,0.0118,90821.0,0.0252,0.0161,0.0635,0.0913,0.2062,0.1637,0.1221,0.2858,0.0071,0.2361,0.0604,0.0676,0.0048,0.263,0.064,0.0574,0.0229,0.109,0.0296,0.0372,0.161,0.0371,0.0,0.071,0.0,0.0062,0.0577,0.5281,0.0617,0.0121,0.0199,0.1893,0.034,0.0051,0.0105,0.0136,47967.0,7731445.0,0.1957,0.1411,0.0,0.0,0.0476,0.038,0.2632,0.4095,0.2935,0.3558,0.1759,0.1429,0.1466,0.0399,0.0719,0.0138,0.0299,0.019,1583.9766,0.0077,0.5056,0.4944,0.2632,0.6768,0.1056,0.0719,0.1775,0.0288,0.0324,0.0612,0.175,0.2631,0.4382,0.0599,31344.0,3.0603,0.0798,0.2795,0.1119,0.1667,0.3264,17174.0,14170.0,2176.0,60795.0,72903.0,63324.2829,47726.92,0.1952,2.9498,0.7091,0.0,0.0053,0.2857,31344.0,0.025,31045.22,-1.2e-05,4214.1846,369.0,128.0,405.0,83391.0,29.9631,3.0029,-0.006,0.0952,7774565.0,42570932.0,265383356.0,24425997.0,SK 1219,219191.0,31344.0,0.3775
0.2339,0.1286,0.0072,0.2018,138502.0,139268.0,0.0937,0.2385,0.0786,0.2045,0.1805,0.1474,0.3878,50.0,3421.995,104204.0,0.1512,0.0591,0.0816,0.0041,0.0421,0.0293,0.0087,95364.0,0.009,0.0726,0.0131,0.0706,0.3865,0.3391,0.3544,0.6936,0.0353,0.0889,0.0112,0.2437,0.028,0.1225,0.0708,0.0319,0.0342,0.0354,0.0341,0.0253,0.2259,0.041,0.0447,0.0901,0.0,0.0013,0.0451,0.5844,0.0849,0.0254,0.024,0.1054,0.0538,0.0036,0.0017,0.0176,55729.0,9446145.0,0.2214,0.149,0.0,0.0,0.5455,0.0316,0.2677,0.3303,0.3225,0.4653,0.1687,0.1295,0.1651,0.0372,0.0535,0.006,0.0156,0.0069,1123.1529,0.0352,0.7214,0.2786,0.2677,0.6714,0.0374,0.0248,0.0622,0.0165,0.0208,0.0373,0.2719,0.2999,0.5719,0.0609,31300.0,7.8782,7.3558,0.5406,0.3346,0.0851,0.0643,19382.0,11918.0,1646.0,106801.0,66003.0,109516.8848,47184.24,0.1672,3.043,0.6212,0.0,0.0036,0.3752,31300.0,0.0352,56059.01,0.014348,2790.5159,1696.0,266.0,1615.0,77766.0,41.8955,7.8977,7.383,0.0495,8194427.0,48458939.0,287101715.0,26662708.0,SK 0501,271265.0,31300.0,0.605
0.2625,0.1248,0.0103,0.021,110170.0,117179.0,0.1692,0.1944,0.1113,0.4097,0.161,0.0801,0.2368,191.0,5987.1385,79747.0,0.1113,0.0308,0.0592,0.0023,0.048,0.0388,0.0068,40726.0,0.0089,0.0278,0.0409,0.0469,0.4068,0.2914,0.2817,0.5732,0.0149,0.1306,0.0411,0.1138,0.0377,0.1674,0.0704,0.1011,0.0167,0.1183,0.0188,0.0701,0.0778,0.0265,0.0059,0.0753,0.0,0.0,0.0718,0.7141,0.0716,0.0124,0.0638,0.1528,0.0261,0.0028,0.0034,0.0137,29083.0,3035296.0,0.2414,0.1224,0.0,0.0,1.0,0.0647,0.3979,0.4612,0.2958,0.3478,0.1351,0.1029,0.0971,0.019,0.0465,0.0045,0.0164,0.0112,1471.1366,0.0211,0.5538,0.4462,0.3979,0.4865,0.0746,0.0581,0.1327,0.0187,0.0163,0.035,0.1367,0.1821,0.3188,0.1156,10007.0,5.8976,4.3769,0.3581,0.2145,0.1935,0.2041,5240.0,4767.0,1113.0,90428.0,64661.0,70863.3636,44936.35,0.1848,3.1655,0.7619,0.0,0.0034,0.2347,10007.0,0.0213,53193.14,0.007811,3257.6113,-35.0,93.0,1443.0,22159.0,5.4878,5.6255,3.9668,0.1042,2115349.0,11945607.0,75615557.0,6653150.0,SK 0488,236622.0,10007.0,0.5844
0.2418,0.1485,0.0105,0.0027,54749.0,53327.0,0.8949,0.2047,0.0443,0.1865,0.245,0.1811,0.343,213.0,1129.9449,44047.0,0.2389,0.2032,0.1508,0.0061,0.095,0.0755,0.0134,56956.0,0.0299,0.0051,0.1392,0.0614,0.0808,0.1071,0.0422,0.1492,0.0068,0.3594,0.0439,0.0572,0.0044,0.2469,0.061,0.0117,0.0189,0.0295,0.1392,0.0321,0.1152,0.0175,0.0,0.0143,0.0,0.0,0.1254,0.2771,0.0234,0.1232,0.0427,0.1872,0.0483,0.0013,0.0,0.0077,15785.0,2284913.0,0.1638,0.167,0.0736,0.0,0.055,0.1139,0.2507,0.4197,0.2709,0.315,0.1835,0.1111,0.142,0.0328,0.082,0.0074,0.0396,0.0313,469.2298,0.0019,0.285,0.715,0.2507,0.7029,0.1804,0.1453,0.3257,0.0217,0.0567,0.0784,0.0691,0.2297,0.2988,0.0464,23652.0,-6.2114,-9.7412,0.1126,0.038,0.4095,0.0105,14490.0,9162.0,3140.0,34014.0,60601.0,36634.3175,43879.5,0.2235,3.1529,0.6306,0.0,0.0013,0.3681,23652.0,0.0113,18787.94,-0.0195,1369.4799,-413.0,38.0,160.0,69030.0,-2.4492,-5.9242,-9.3771,0.29,6481686.0,33863752.0,225785095.0,19709336.0,SK 1105,200710.0,23652.0,0.0805
