age0018_p_ta,age65pl_p_ta,age85pl_p_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_p_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_p_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_p_ta,dtpop_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_p_ta,edu_9to12_p_ta,edu_assocdeg_p_ta,edu_bach_p_ta,edu_bachplus_female_p_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_p_ta,edu_highsch_p_ta,edu_lt9_p_ta,edu_master_p_ta,edu_profdeg_p_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_p_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_p_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_p_ta,hh_type_fam_p_ta,hh_type_female_child_p_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_child_p_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_child_p_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_p_ta,hhinc150pl_p_ta,hhinc30lt_p_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_1mi,medhhinc_dma,medhhinc_ta,medsalcy_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,store_num,wealth_hhavg_ta,wealth_hhtotal_ta,white_p_ta
0.2584,0.1199,0.0059,0.0633,72243.0,67727.0,0.5925,0.2033,0.0277,0.0961,0.1101,0.1013,0.6643,144.0,1507.9047,57073.0,0.3046,0.1892,0.1605,0.0073,0.0851,0.0599,0.0178,37433.0,0.0243,0.032,0.0656,0.0921,0.1599,0.1565,0.0932,0.2497,0.0073,0.2935,0.045,0.066,0.0164,0.2541,0.1147,0.051,0.0195,0.0318,0.1235,0.0169,0.2155,0.0159,0.0,0.0321,0.0,0.0,0.0444,0.2044,0.0205,0.0098,0.0311,0.2377,0.0297,0.0021,0.0,0.0034,7652.0,2378850.0,0.205,0.1554,0.0,0.0,0.4286,0.0375,0.2508,0.3849,0.282,0.3494,0.1796,0.1438,0.1499,0.0614,0.0775,0.0231,0.035,0.0253,802.7146,0.0045,0.4134,0.5866,0.2508,0.718,0.1208,0.1316,0.2524,0.0207,0.0393,0.06,0.1715,0.2341,0.4056,0.0313,19927.0,7.1381,4.8226,0.1845,0.0687,0.2088,0.1261,12468.0,7459.0,1745.0,48890.0,70970.0,54699.7975,43083.89,0.1938,3.3739,0.6775,0.0,0.0025,0.32,19927.0,0.0371,24639.76,0.009497,2207.4148,-268.0,183.0,915.0,54798.0,38.741,7.1401,4.8396,0.1086,5137151.0,27922973.0,181373630.0,16115685.0,SK 1691,215428.0,19927.0,0.181
0.2616,0.136,0.0099,0.0233,94117.0,93691.0,0.2839,0.1891,0.1321,0.3318,0.1855,0.0661,0.2839,132.0,437.554,69974.0,0.2058,0.1277,0.1205,0.0046,0.0548,0.0382,0.0121,28238.0,0.0109,0.0075,0.0604,0.0787,0.2704,0.2285,0.2133,0.4418,0.0115,0.1991,0.0252,0.1301,0.0299,0.1947,0.0788,0.0324,0.0231,0.0225,0.0571,0.0433,0.2199,0.0287,0.0061,0.0493,0.0,0.0002,0.0576,0.4728,0.0467,0.0045,0.0286,0.2481,0.0398,0.0014,0.007,0.0031,13350.0,1445253.0,0.1878,0.1426,0.0,0.0,0.0,0.0333,0.248,0.3352,0.3517,0.4017,0.1775,0.1737,0.1291,0.0498,0.0646,0.0063,0.0209,0.0082,170.8658,0.0126,0.4904,0.5096,0.248,0.6882,0.0853,0.0512,0.1366,0.0336,0.0198,0.0533,0.2253,0.2731,0.4983,0.0638,11027.0,5.4569,5.1963,0.3091,0.1515,0.2363,0.0343,6869.0,4158.0,1206.0,34342.0,47019.0,62073.0193,42056.65,0.2196,2.7785,0.6765,0.0,0.0028,0.3207,11027.0,0.0172,37256.36,0.010136,430.2404,542.0,309.0,206.0,27766.0,37.7531,5.4483,5.1718,0.1912,2604137.0,14407397.0,86623334.0,8227328.0,SK 0641,235308.0,11027.0,0.6413
0.2723,0.1305,0.0059,0.0808,146216.0,135190.0,0.1026,0.1946,0.1897,0.2642,0.1321,0.1189,0.2945,301.0,18266.8177,99680.0,0.1193,0.0261,0.0629,0.0012,0.3393,0.3301,0.008,95721.0,0.0109,0.0384,0.0066,0.0496,0.3858,0.3345,0.4089,0.7434,0.0541,0.0666,0.0129,0.2102,0.0933,0.1209,0.076,0.0384,0.0462,0.0471,0.1834,0.0332,0.2068,0.0156,0.0037,0.0278,0.0,0.007,0.0447,0.4031,0.1266,0.0208,0.0211,0.0755,0.0139,0.0044,0.0045,0.0028,38588.0,10274136.0,0.2669,0.0615,0.2263,0.0,0.7074,0.0676,0.5504,0.5326,0.3211,0.3357,0.0756,0.0481,0.0341,0.0092,0.0119,0.0067,0.0039,0.0031,6052.8733,0.039,0.6551,0.3449,0.5504,0.3136,0.02,0.0161,0.036,0.007,0.0151,0.0221,0.0628,0.1926,0.2554,0.136,31718.0,7.5119,8.9129,0.4569,0.3052,0.1549,0.1808,12571.0,19147.0,4805.0,96538.0,72903.0,90427.2956,51762.91,0.1864,2.631,0.5639,0.0,0.0046,0.4315,31718.0,0.0387,80922.86,0.016437,10337.8597,2818.0,481.0,632.0,54172.0,14.0801,7.2397,8.4933,0.1232,4815944.0,28203555.0,170028142.0,15342371.0,SK 0109,249146.0,31718.0,0.5971
0.2347,0.1851,0.0153,0.1235,91401.0,87727.0,0.0927,0.2409,0.0738,0.229,0.3929,0.1857,0.1174,104.0,5988.2335,69408.0,0.2133,0.1168,0.1887,0.0042,0.0522,0.0351,0.0129,67873.0,0.034,0.0331,0.0594,0.085,0.1926,0.1532,0.1462,0.2994,0.0083,0.2597,0.0347,0.0757,0.0228,0.2618,0.131,0.0227,0.0289,0.0376,0.0333,0.0304,0.2691,0.0246,0.0024,0.0236,0.0,0.004,0.0462,0.3618,0.0732,0.0366,0.0255,0.1861,0.0142,0.0083,0.0012,0.0007,24560.0,5354966.0,0.1974,0.1141,0.0,0.0,0.1205,0.09,0.296,0.4322,0.3516,0.3353,0.1534,0.1045,0.1105,0.0297,0.0517,0.0083,0.0237,0.0131,2803.5543,0.0118,0.4905,0.5095,0.296,0.6175,0.0589,0.0864,0.1452,0.0161,0.0357,0.0518,0.1317,0.2887,0.4204,0.0865,31777.0,1.9276,-0.6793,0.2725,0.127,0.2184,0.1931,15736.0,16040.0,3803.0,62817.0,63031.0,62578.833,44514.21,0.1801,3.6322,0.6464,0.0,0.0086,0.345,31777.0,0.0529,36375.56,-0.001101,6791.4406,275.0,27.0,87.0,76977.0,15.2946,1.9926,-0.5494,0.1317,7385645.0,40155691.0,278561513.0,23034957.0,SK 1067,221914.0,31777.0,0.5377
0.2157,0.2033,0.0189,0.0342,87344.0,78104.0,0.1655,0.2565,0.111,0.3102,0.1304,0.2137,0.2344,101.0,4393.7602,65566.0,0.2152,0.1026,0.2202,0.0053,0.0657,0.0479,0.0126,37136.0,0.0262,0.0275,0.0658,0.0647,0.1765,0.1412,0.1115,0.2527,0.0072,0.3189,0.0568,0.0458,0.0233,0.2413,0.0929,0.0454,0.0175,0.0691,0.0753,0.0383,0.1131,0.0143,0.0,0.0358,0.0,0.0,0.0902,0.3425,0.0264,0.0787,0.0348,0.2502,0.0068,0.0011,0.0039,0.0058,12721.0,2672228.0,0.1815,0.1279,0.0,0.0,0.1357,0.0704,0.2751,0.3825,0.3244,0.3692,0.1757,0.132,0.1321,0.036,0.0592,0.0098,0.0203,0.0131,2171.0158,0.0075,0.4786,0.5214,0.2751,0.671,0.0534,0.091,0.1444,0.0236,0.0253,0.0489,0.1782,0.2994,0.4777,0.0539,18349.0,-3.8283,-5.5727,0.27,0.1111,0.2518,0.1434,12725.0,5625.0,1419.0,64178.0,57470.0,61143.1529,42617.94,0.1821,3.3032,0.7018,0.0,0.0011,0.2971,18349.0,0.0189,31210.87,-0.011413,5459.0977,-325.0,50.0,948.0,46140.0,-5.5391,-3.8492,-5.5779,0.1301,4336703.0,23614167.0,163335906.0,13622600.0,SK 0000,230328.0,18349.0,0.638
0.2893,0.1231,0.0079,0.0495,89398.0,82227.0,0.239,0.1854,0.1294,0.2776,0.1514,0.105,0.3357,183.0,3608.9264,68164.0,0.1673,0.0548,0.0786,0.0033,0.055,0.0415,0.0102,87419.0,0.0146,0.0266,0.0559,0.0774,0.2159,0.1727,0.1648,0.3375,0.0175,0.2229,0.0706,0.0865,0.0176,0.2356,0.1267,0.0753,0.0216,0.0789,0.0414,0.0394,0.1556,0.0305,0.005,0.1036,0.0,0.0008,0.0429,0.6032,0.084,0.0211,0.0189,0.1142,0.0161,0.0035,0.0018,0.0188,52727.0,6723574.0,0.2,0.1303,0.0,0.0,0.1478,0.0492,0.3956,0.4549,0.2989,0.3637,0.1335,0.0955,0.0936,0.0254,0.0456,0.0112,0.02,0.0128,1195.9711,0.0137,0.4545,0.5455,0.3956,0.53,0.0852,0.0462,0.1313,0.0235,0.0313,0.0548,0.1438,0.2,0.3439,0.0744,28970.0,4.2159,1.9365,0.254,0.1297,0.2088,0.3048,10977.0,17993.0,3970.0,53250.0,76139.0,57470.5342,47200.86,0.2039,2.7983,0.6939,0.0,0.0035,0.3025,28970.0,0.0299,37250.11,0.002093,2647.2369,-550.0,236.0,5506.0,64124.0,-11.9749,3.6452,1.0511,0.114,6143477.0,33178797.0,204128270.0,18946243.0,SK 1704,209095.0,28970.0,0.3768
0.2665,0.1333,0.0101,0.0163,97842.0,94981.0,0.075,0.1998,0.0932,0.1191,0.0717,0.1013,0.614,79.0,1370.2677,80131.0,0.2736,0.1278,0.1577,0.007,0.0795,0.0567,0.0158,59263.0,0.0229,0.0263,0.0468,0.1016,0.1834,0.1495,0.1214,0.2709,0.0072,0.2944,0.018,0.0715,0.0088,0.2683,0.0838,0.0267,0.0223,0.0712,0.1077,0.0369,0.1535,0.0241,0.003,0.0705,0.0,0.0004,0.0745,0.3122,0.0288,0.0138,0.0181,0.2084,0.0418,0.0017,0.0012,0.0094,18502.0,5057003.0,0.1941,0.1676,0.0,0.0,0.0,0.0167,0.1655,0.261,0.3147,0.4973,0.1973,0.1687,0.1862,0.0444,0.0914,0.012,0.0278,0.0171,598.8548,0.0102,0.6231,0.3769,0.1655,0.7919,0.0939,0.0536,0.1475,0.0261,0.0217,0.0478,0.2636,0.333,0.5966,0.0426,25900.0,8.4447,10.0965,0.3642,0.167,0.1236,0.1497,19483.0,6417.0,1252.0,66455.0,76139.0,79720.5588,45493.86,0.1801,2.928,0.6924,0.0,0.0032,0.3044,25900.0,0.0281,32831.94,0.019979,1734.9217,3177.0,124.0,702.0,75034.0,78.2494,8.5857,10.3966,0.0554,7139943.0,40664504.0,240869634.0,23236354.0,SK 0432,241270.0,25900.0,0.731
0.178,0.2792,0.0318,0.0466,141198.0,152444.0,0.0571,0.3001,0.1918,0.256,0.1709,0.1224,0.2569,106.0,5441.753,102883.0,0.068,0.0241,0.1085,0.0019,0.0288,0.0232,0.0037,97727.0,0.0028,0.027,0.0135,0.0526,0.3806,0.3231,0.3281,0.6512,0.0277,0.1116,0.0074,0.1764,0.0667,0.1636,0.0613,0.0548,0.0218,0.0243,0.0221,0.1043,0.354,0.0275,0.0052,0.0332,0.0,0.0001,0.041,0.7408,0.1061,0.0087,0.0186,0.1031,0.0075,0.0016,0.0012,0.0032,72400.0,6332727.0,0.1459,0.1261,0.1798,0.0,0.0112,0.0511,0.3047,0.3033,0.3885,0.4662,0.1321,0.1229,0.1078,0.0393,0.0473,0.0172,0.0143,0.0055,1040.5522,0.0391,0.6883,0.3117,0.3047,0.6592,0.0179,0.0426,0.0605,0.0123,0.0145,0.0268,0.1851,0.3868,0.5719,0.0362,18687.0,2.4712,1.1291,0.4998,0.3253,0.1109,0.0331,13693.0,4994.0,1241.0,124251.0,68736.0,99945.2574,49212.18,0.1676,2.8045,0.5663,0.0,0.0017,0.4319,18687.0,0.02,66304.95,0.002083,2464.5948,585.0,304.0,4150.0,44261.0,2.6001,2.4103,1.0461,0.0399,4331601.0,24750002.0,150103810.0,13901594.0,SK 1267,278163.0,18687.0,0.8431
0.2748,0.11,0.0061,0.1162,130297.0,129824.0,0.1872,0.204,0.0019,0.0033,0.0072,0.0263,0.9609,55.0,2182.1562,102255.0,0.2844,0.1507,0.1207,0.0082,0.0852,0.0608,0.0163,50010.0,0.0367,0.0552,0.0387,0.0954,0.2709,0.263,0.2055,0.4685,0.0361,0.1556,0.0315,0.1378,0.0236,0.2103,0.0552,0.0268,0.0327,0.069,0.0729,0.0243,0.2865,0.0204,0.0,0.0416,0.0,0.003,0.0606,0.2671,0.0359,0.0116,0.0216,0.1934,0.029,0.0039,0.0019,0.0079,13359.0,5133890.0,0.2168,0.1792,0.0,0.0,0.0,0.0278,0.1671,0.2181,0.2757,0.4514,0.201,0.2094,0.2132,0.0787,0.091,0.0147,0.0333,0.0187,931.9436,0.0276,0.7196,0.2804,0.1671,0.7923,0.0483,0.0315,0.0798,0.0139,0.0196,0.0335,0.3808,0.2982,0.679,0.0406,21358.0,8.1593,7.5943,0.5289,0.3255,0.1013,0.2391,16536.0,4822.0,1177.0,113121.0,72903.0,106483.8176,44981.27,0.1588,2.6164,0.6435,0.0,0.0046,0.3518,21358.0,0.0279,43621.01,0.014646,2777.6349,-221.0,128.0,149.0,63657.0,85.0994,8.1263,7.5404,0.0469,6332590.0,37116132.0,221246359.0,20710123.0,SK 1276,265849.0,21358.0,0.4296
0.261,0.1198,0.0065,0.0843,112589.0,125832.0,0.0707,0.2111,0.052,0.0777,0.048,0.1022,0.7196,125.0,3374.5109,91767.0,0.2679,0.1413,0.1209,0.0068,0.0764,0.0542,0.0154,49097.0,0.0319,0.0333,0.034,0.1115,0.2632,0.1978,0.2072,0.405,0.0249,0.1723,0.025,0.0975,0.0193,0.2522,0.0308,0.0326,0.0589,0.0574,0.1002,0.0233,0.1437,0.0131,0.0,0.0461,0.0,0.0036,0.0533,0.3283,0.0196,0.0226,0.0295,0.3319,0.0169,0.0032,0.0035,0.0082,16118.0,5210989.0,0.1967,0.1659,0.0,0.0,0.0,0.0232,0.1484,0.2473,0.2839,0.5108,0.2055,0.1396,0.2005,0.0629,0.1017,0.0161,0.039,0.021,1399.7333,0.015,0.6889,0.3111,0.1484,0.82,0.0451,0.0545,0.0996,0.0312,0.0276,0.0588,0.3523,0.3093,0.6616,0.0316,20365.0,19.3345,31.4827,0.4638,0.2453,0.0985,0.2559,14543.0,5822.0,874.0,78692.0,72903.0,94706.9191,43245.74,0.1855,2.7925,0.7095,0.0,0.0043,0.2862,20365.0,0.0338,41395.4,0.055194,4263.5628,4764.0,46.0,0.0,62032.0,106.0009,19.1248,30.816,0.0478,5815440.0,33785602.0,204582674.0,19003168.0,SK 1645,252988.0,20365.0,0.5553
0.1949,0.191,0.0119,0.0533,128855.0,127210.0,0.0794,0.2831,0.0806,0.1168,0.0861,0.0647,0.6502,54.0,1026.8268,97568.0,0.1384,0.1163,0.1403,0.0041,0.0422,0.0306,0.0075,43982.0,0.0037,0.0565,0.0237,0.0665,0.3264,0.2516,0.2716,0.5232,0.0234,0.1736,0.0079,0.1471,0.0263,0.2052,0.1049,0.0353,0.0308,0.048,0.0494,0.0269,0.1365,0.0167,0.0009,0.142,0.0,0.0034,0.0846,0.5027,0.0514,0.0143,0.0153,0.2055,0.0082,0.0021,0.0015,0.0179,22108.0,3687915.0,0.1673,0.1532,0.0,0.0,0.0,0.0593,0.2152,0.2844,0.3363,0.3983,0.1762,0.2021,0.1718,0.0373,0.0656,0.0186,0.0236,0.0112,321.4295,0.0289,0.7054,0.2946,0.2152,0.7535,0.0568,0.0346,0.0914,0.0105,0.0079,0.0184,0.2531,0.3906,0.6437,0.0312,13768.0,5.489,4.7346,0.5025,0.2899,0.1175,0.0811,10388.0,3380.0,952.0,104969.0,70970.0,100574.7488,43925.37,0.1773,3.0394,0.7139,0.0,0.0046,0.2815,13768.0,0.0336,47794.98,0.00959,858.2082,1025.0,31.0,571.0,36760.0,11.2256,5.5694,4.8878,0.0635,3521742.0,20347319.0,128240300.0,11372685.0,SK 0912,272940.0,13768.0,0.7527
0.2423,0.1843,0.0169,0.1121,130245.0,138349.0,0.1058,0.247,0.156,0.2234,0.189,0.1959,0.2345,181.0,3494.5097,96198.0,0.1489,0.0542,0.1175,0.0036,0.0634,0.0511,0.0087,81637.0,0.0097,0.0446,0.0241,0.0723,0.3899,0.3154,0.3196,0.635,0.0247,0.0821,0.0261,0.1775,0.043,0.1604,0.0568,0.0619,0.0247,0.0495,0.0333,0.051,0.1732,0.0369,0.0246,0.0456,0.0,0.0723,0.0732,0.5617,0.1149,0.0125,0.0239,0.1119,0.0159,0.0055,0.0041,0.0081,45852.0,9252814.0,0.1869,0.1379,0.0,0.0,0.0,0.0496,0.3194,0.3874,0.33,0.4559,0.1486,0.0895,0.1262,0.0135,0.0532,0.0042,0.0151,0.0075,1125.9167,0.0291,0.6313,0.3687,0.3194,0.6316,0.0514,0.0512,0.1026,0.0195,0.0188,0.0383,0.2281,0.2627,0.4907,0.049,26303.0,5.3025,4.5742,0.4355,0.3007,0.1272,0.1844,14306.0,11997.0,3001.0,78076.0,72903.0,85142.7907,51493.58,0.1643,2.6228,0.6299,0.0,0.0055,0.3646,26303.0,0.0332,59005.96,0.008866,2643.2052,-326.0,238.0,1498.0,61749.0,10.0306,5.2771,4.5125,0.0735,5983542.0,34541591.0,211779046.0,19507310.0,SK 0091,252697.0,26303.0,0.5645
0.2212,0.1594,0.0102,0.0087,100224.0,94744.0,0.2801,0.2574,0.0838,0.1197,0.1027,0.1148,0.5784,107.0,471.1178,77390.0,0.1972,0.1495,0.1471,0.0051,0.0595,0.0432,0.0112,20190.0,0.0231,0.0183,0.0682,0.0712,0.2235,0.1566,0.137,0.2937,0.0069,0.3243,0.0322,0.0551,0.0082,0.2104,0.0622,0.0676,0.0085,0.1825,0.0922,0.021,0.0845,0.0139,0.0,0.1189,0.0,0.0109,0.0544,0.4054,0.0688,0.0493,0.0079,0.0677,0.0686,0.001,0.0098,0.0078,8186.0,2038029.0,0.1732,0.1505,0.0,0.0,0.0,0.0417,0.1837,0.3225,0.3126,0.3783,0.207,0.1714,0.1775,0.0671,0.0771,0.0189,0.0246,0.0174,188.3747,0.015,0.5532,0.4468,0.1837,0.7663,0.1085,0.0489,0.1575,0.0277,0.0286,0.0562,0.1818,0.3708,0.5526,0.05,8073.0,1.6877,1.1018,0.3799,0.1702,0.2035,0.0563,6305.0,1768.0,438.0,124595.0,57470.0,72998.3735,51284.84,0.1954,2.9118,0.706,0.0,0.0011,0.2929,8073.0,0.013,33768.77,0.002161,528.5177,-79.0,43.0,138.0,22650.0,8.7443,1.7118,1.0852,0.0908,2191085.0,12340198.0,81825818.0,7002700.0,SK 0011,239680.0,8073.0,0.6418
0.2298,0.1458,0.0128,0.0051,55050.0,48872.0,0.7913,0.1957,0.2006,0.3224,0.1827,0.0941,0.1993,246.0,4234.2502,40517.0,0.0915,0.0959,0.067,0.0025,0.1224,0.1148,0.0051,79998.0,0.0094,0.0045,0.134,0.0564,0.1538,0.1635,0.1063,0.2699,0.0103,0.2671,0.0607,0.0773,0.0284,0.2119,0.0415,0.0447,0.0111,0.0178,0.1561,0.0276,0.2164,0.029,0.0021,0.0178,0.0,0.0005,0.0499,0.6093,0.1163,0.1931,0.0114,0.0538,0.0054,0.0007,0.0015,0.0035,48740.0,1869863.0,0.1613,0.193,0.7754,0.0,0.0847,0.1236,0.3942,0.4915,0.2625,0.2714,0.1408,0.0791,0.0959,0.0188,0.055,0.0157,0.0258,0.0257,784.7544,0.0052,0.2253,0.7747,0.3942,0.5224,0.1224,0.125,0.2474,0.0158,0.0365,0.0522,0.0637,0.1591,0.2228,0.0834,14826.0,1.0598,0.9914,0.097,0.045,0.4948,0.0114,6473.0,8353.0,2889.0,41647.0,49895.0,30405.5946,47793.66,0.212,2.6565,0.5067,0.0,0.0007,0.4926,14826.0,0.0089,19897.84,0.001364,2074.538,117.0,113.0,2036.0,39194.0,-16.4219,0.8402,0.6839,0.2841,3001764.0,15494647.0,101466846.0,8974237.0,SK 1058,195016.0,14826.0,0.1833
0.2316,0.1727,0.0113,0.0294,102316.0,94688.0,0.0913,0.2441,0.0796,0.1833,0.2142,0.1876,0.3343,121.0,1998.4283,74448.0,0.184,0.0582,0.1481,0.0049,0.2154,0.2,0.0106,66141.0,0.0144,0.0366,0.0423,0.0867,0.26,0.2051,0.1866,0.3917,0.0086,0.2405,0.0245,0.1002,0.0229,0.2143,0.0803,0.0456,0.0548,0.0371,0.0615,0.0474,0.1795,0.0164,0.0018,0.0922,0.0,0.0002,0.0527,0.3433,0.0807,0.0177,0.0311,0.149,0.0216,0.003,0.0085,0.0174,22706.0,4445784.0,0.1893,0.1429,0.5909,0.0,0.1818,0.0504,0.3034,0.3695,0.3447,0.4053,0.1554,0.1255,0.1221,0.0352,0.0482,0.014,0.0174,0.0088,824.951,0.0153,0.542,0.458,0.3034,0.6179,0.0675,0.047,0.1145,0.0336,0.0227,0.0564,0.1854,0.2616,0.447,0.0787,27303.0,8.1409,8.0211,0.3262,0.1606,0.1676,0.079,16686.0,10617.0,2397.0,86900.0,68736.0,70395.6238,44510.28,0.1832,2.7936,0.681,0.0,0.0034,0.3156,27303.0,0.0408,40357.18,0.015513,1965.2223,235.0,211.0,63.0,65042.0,6.9992,8.083,8.001,0.0863,6338019.0,35115423.0,214397357.0,19992544.0,SK 1153,234797.0,27303.0,0.7596
0.205,0.2095,0.0223,0.0107,70621.0,64416.0,0.1884,0.2561,0.075,0.194,0.1463,0.0826,0.5011,94.0,923.9823,53661.0,0.1357,0.111,0.153,0.0035,0.154,0.1427,0.0077,73603.0,0.017,0.0129,0.0629,0.1166,0.1275,0.1108,0.087,0.1978,0.0051,0.3277,0.0161,0.0525,0.0126,0.2789,0.0552,0.0698,0.0136,0.0256,0.0689,0.0337,0.3381,0.0158,0.0017,0.0299,0.0,0.0015,0.0437,0.4165,0.0544,0.0312,0.0149,0.1811,0.0118,0.0023,0.0011,0.0037,30653.0,3220659.0,0.1748,0.1375,0.4784,0.0,0.0844,0.0715,0.3014,0.414,0.342,0.3493,0.1585,0.1204,0.1181,0.0308,0.051,0.014,0.0191,0.01,308.7462,0.0046,0.3864,0.6136,0.3014,0.6485,0.0928,0.0692,0.162,0.0342,0.0352,0.0694,0.1424,0.2747,0.4171,0.0501,24594.0,-1.1729,-1.1995,0.1707,0.0586,0.2577,0.0299,17431.0,7163.0,2659.0,55499.0,52282.0,51080.0228,44855.87,0.1841,2.4135,0.5906,0.0,0.0034,0.406,24594.0,0.038,26933.08,-0.002306,748.1756,58.0,274.0,479.0,59599.0,-1.4287,-1.1203,-1.1477,0.1368,5471598.0,28752875.0,197212022.0,16725512.0,SK 1793,221891.0,24594.0,0.733
0.2421,0.1306,0.0086,0.0266,112073.0,112633.0,0.0405,0.2088,0.1025,0.1424,0.0872,0.1527,0.5142,91.0,687.7633,87156.0,0.2337,0.1081,0.1419,0.0074,0.0902,0.0698,0.013,56076.0,0.0135,0.0501,0.0332,0.091,0.2682,0.2128,0.1898,0.4025,0.0176,0.2419,0.021,0.1001,0.0167,0.2103,0.0624,0.0384,0.0182,0.0273,0.0997,0.0327,0.2833,0.01,0.0075,0.0561,0.0,0.0006,0.058,0.3625,0.0596,0.0362,0.0256,0.1542,0.0133,0.0021,0.0029,0.0056,20330.0,4375378.0,0.2163,0.1841,0.5235,0.0,0.0462,0.0226,0.2105,0.2583,0.317,0.4846,0.1739,0.1711,0.1847,0.0452,0.0772,0.0183,0.0259,0.0108,288.653,0.0186,0.6586,0.3414,0.2105,0.7451,0.066,0.0405,0.1065,0.0325,0.0195,0.0521,0.301,0.2855,0.5865,0.0444,23535.0,9.4364,10.5885,0.4403,0.2155,0.1014,0.0565,17986.0,5549.0,1476.0,68011.0,68736.0,89722.2234,46834.38,0.1673,2.9301,0.6003,0.0,0.0045,0.3952,23535.0,0.027,41109.78,0.020416,802.3168,532.0,150.0,574.0,65416.0,55.241,9.3752,10.6335,0.0455,6301565.0,36592094.0,224278770.0,20613546.0,SK 1540,253368.0,23535.0,0.8494
0.2145,0.2147,0.0179,0.0174,87759.0,80978.0,0.1781,0.2713,0.1529,0.3179,0.2111,0.1357,0.1817,136.0,4721.2884,68042.0,0.1529,0.0606,0.1631,0.0037,0.0524,0.0398,0.009,42471.0,0.0127,0.0195,0.0661,0.0571,0.2043,0.1822,0.1426,0.3248,0.0057,0.274,0.037,0.0693,0.0454,0.241,0.0851,0.0631,0.0305,0.091,0.0353,0.0329,0.1284,0.0264,0.0023,0.0989,0.0,0.0012,0.0583,0.5388,0.0357,0.0343,0.0179,0.1872,0.0335,0.0007,0.0075,0.0295,22883.0,2961535.0,0.1845,0.1181,0.0,0.0,0.432,0.0647,0.3184,0.4128,0.35,0.3793,0.1557,0.1112,0.1082,0.0272,0.0431,0.0047,0.0157,0.0088,1828.4663,0.009,0.5026,0.4974,0.3184,0.6068,0.055,0.08,0.135,0.0164,0.0314,0.0478,0.1437,0.2804,0.424,0.0748,16448.0,-3.8638,-5.7681,0.2899,0.1045,0.2143,0.1021,10843.0,5606.0,1500.0,64138.0,57470.0,64155.8893,43089.75,0.1717,3.1208,0.7363,0.0,0.0009,0.2628,16448.0,0.0189,35267.34,-0.011828,4213.8488,19.0,59.0,289.0,37907.0,-9.2457,-3.8628,-5.7759,0.1231,3576513.0,19417776.0,134254700.0,11160665.0,SK 0217,235537.0,16448.0,0.6835
