store,category,market_size,store_density,age0018_p_ta,age65pl_p_ta,age85pl_p_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_p_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_p_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_p_ta,dtpop_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_p_ta,edu_9to12_p_ta,edu_assocdeg_p_ta,edu_bach_p_ta,edu_bachplus_female_p_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_p_ta,edu_highsch_p_ta,edu_lt9_p_ta,edu_master_p_ta,edu_profdeg_p_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_p_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_p_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_p_ta,hh_type_fam_p_ta,hh_type_female_child_p_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_child_p_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_child_p_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_p_ta,hhinc150pl_p_ta,hhinc30lt_p_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_1mi,medhhinc_dma,medhhinc_ta,medsalcy_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_p_ta,banks_10mi,banks_1mi,banks_2mi,banks_3mi,banks_5mi,centerxy_full_0p5_intersect_count,centerxy_full_0p5_intersect_gla,centerxy_full_count_10mi,centerxy_full_count_1mi,centerxy_full_count_2mi,centerxy_full_count_3mi,centerxy_full_count_5mi,centerxy_full_gla_10mi,centerxy_full_gla_1mi,centerxy_full_gla_2mi,centerxy_full_gla_3mi,centerxy_full_gla_5mi,centerxy_full_nearest_dist,centerxy_gla_effective_10mi,centerxy_gla_effective_1mi,centerxy_gla_effective_2mi,centerxy_gla_effective_3mi,centerxy_gla_effective_5mi,dmm_count_10mi,dmm_count_1mi,dmm_count_2mi,dmm_count_3mi,dmm_count_5mi,dmm_gla_10mi,dmm_gla_1mi,dmm_gla_2mi,dmm_gla_3mi,dmm_gla_5mi,dmm_nearest_dist,hrsa_hospitals_10mi,hrsa_hospitals_1mi,hrsa_hospitals_2mi,hrsa_hospitals_3mi,hrsa_hospitals_5mi,hrsa_hospitals_nearest_dist,hrsa_number_of_certified_beds_10mi,hrsa_number_of_certified_beds_1mi,hrsa_number_of_certified_beds_2mi,hrsa_number_of_certified_beds_3mi,hrsa_number_of_certified_beds_5mi,inrix_aadt_ew,inrix_aadt_ns,inrix_afternoon_ew,inrix_afternoon_ns,inrix_breakfast_ew,inrix_breakfast_ns,inrix_dinner_ew,inrix_dinner_ns,inrix_ew_distance,inrix_lunch_ew,inrix_lunch_ns,inrix_night_ew,inrix_night_ns,inrix_ns_distance,inrix_overnight_ew,inrix_overnight_ns,ipeds_postsecondary_nearest_dist,ipeds_postsecondary_schools_10mi,ipeds_postsecondary_schools_1mi,ipeds_postsecondary_schools_2mi,ipeds_postsecondary_schools_3mi,ipeds_postsecondary_schools_5mi,ipeds_postsecondary_schools_total_enrollment_10mi,ipeds_postsecondary_schools_total_enrollment_1mi,ipeds_postsecondary_schools_total_enrollment_2mi,ipeds_postsecondary_schools_total_enrollment_3mi,ipeds_postsecondary_schools_total_enrollment_5mi,military_installations_10mi,military_installations_1mi,military_installations_2mi,military_installations_3mi,military_installations_5mi,nces_private_schools_10mi,nces_private_schools_1mi,nces_private_schools_2mi,nces_private_schools_3mi,nces_private_schools_5mi,nces_private_schools_nearest_dist,nces_private_schools_total_enrollment_10mi,nces_private_schools_total_enrollment_1mi,nces_private_schools_total_enrollment_2mi,nces_private_schools_total_enrollment_3mi,nces_private_schools_total_enrollment_5mi,nces_public_schools_10mi,nces_public_schools_1mi,nces_public_schools_2mi,nces_public_schools_3mi,nces_public_schools_5mi,nces_public_schools_nearest_dist,nces_public_schools_total_enrollment_10mi,nces_public_schools_total_enrollment_1mi,nces_public_schools_total_enrollment_2mi,nces_public_schools_total_enrollment_3mi,nces_public_schools_total_enrollment_5mi,osm_highway_exits_count_10mi,osm_highway_exits_count_1mi,osm_highway_exits_count_2mi,osm_highway_exits_count_3mi,osm_highway_exits_count_5mi,osm_nearest_exit_dist,places_of_worship_10mi,places_of_worship_1mi,places_of_worship_2mi,places_of_worship_3mi,places_of_worship_5mi,transitstop_nearest_dist,transitstops
SK 1190,2,Very Large Metro (1),Exurban,0.2969,0.1014,0.0071,0.0261,93118.0,89967.0,0.601,0.1739,0.0402,0.1113,0.1708,0.2132,0.4628,196.0,1799.8484,71551.0,0.2452,0.1109,0.0987,0.0068,0.0626,0.0415,0.0143,46707.0,0.0163,0.0502,0.0795,0.0577,0.2245,0.2086,0.156,0.3647,0.017,0.2647,0.0494,0.0984,0.0247,0.184,0.0483,0.0555,0.0441,0.0842,0.0765,0.0066,0.0276,0.0151,0.0,0.2089,0.0,0.0006,0.0577,0.4161,0.0563,0.018,0.0363,0.1516,0.0403,0.0017,0.0025,0.0668,19437.0,3991663.0,0.2359,0.1633,0.0,0.0,0.0225,0.1257,0.2795,0.3502,0.2758,0.3683,0.1774,0.1268,0.1409,0.0203,0.0697,0.0087,0.0304,0.0264,696.3637,0.018,0.4906,0.5094,0.2795,0.6892,0.1332,0.0985,0.2317,0.0285,0.053,0.0815,0.1805,0.1956,0.3761,0.0313,18071.0,6.8942,7.1551,0.302,0.1662,0.2432,0.1546,10826.0,7245.0,2705.0,118489.0,70970.0,63901.9453,45219.14,0.1677,3.1489,0.7816,0.0,0.0031,0.2153,18071.0,0.0234,33651.32,0.013435,1866.2825,142.0,48.0,1083.0,48431.0,20.0635,6.7371,6.9005,0.1391,4605139.0,25550739.0,163539069.0,14579649.0,224903.0,18071.0,0.1949,178,1,1,4,23,1,95206.0,104,1,1,3,19,17225135.0,95206.0,95206.0,257314.0,2087472.0,0.0699514463501048,11090635.08209362,0.0,0.0,145420.74688839,1227488.7572476948,37,0,0,1,4,12359488.0,0.0,0.0,430000.0,1074488.0,2.642801034668676,12,0,0,0,1,3.5013827308330105,3604.0,0.0,0.0,0.0,148.0,24346,3327,2278.0,417.0,4165.0,245.0,2012.0,418.0,0.0345473797695225,2175.0,283.0,1098.0,249.0,0.0517168426796373,669.0,56.0,6.628283543343107,24,0,0,0,0,154118.0,0.0,0.0,0.0,0.0,3,0,0,0,0,50,1,4,6,16,0.0438396469917833,14204.0,46.0,1224.0,1423.0,2511.0,149,0,4,12,31,1.3384257539935862,106274.0,0.0,2349.0,7553.0,22501.0,186,0,0,10,33,2.615653221219413,746,4,13,53,162,1.7482391539904705,0
SK 1691,4,Very Large Metro (1),Exurban,0.2584,0.1199,0.0059,0.0633,72243.0,67727.0,0.5925,0.2033,0.0277,0.0961,0.1101,0.1013,0.6643,144.0,1507.9047,57073.0,0.3046,0.1892,0.1605,0.0073,0.0851,0.0599,0.0178,37433.0,0.0243,0.032,0.0656,0.0921,0.1599,0.1565,0.0932,0.2497,0.0073,0.2935,0.045,0.066,0.0164,0.2541,0.1147,0.051,0.0195,0.0318,0.1235,0.0169,0.2155,0.0159,0.0,0.0321,0.0,0.0,0.0444,0.2044,0.0205,0.0098,0.0311,0.2377,0.0297,0.0021,0.0,0.0034,7652.0,2378850.0,0.205,0.1554,0.0,0.0,0.4286,0.0375,0.2508,0.3849,0.282,0.3494,0.1796,0.1438,0.1499,0.0614,0.0775,0.0231,0.035,0.0253,802.7146,0.0045,0.4134,0.5866,0.2508,0.718,0.1208,0.1316,0.2524,0.0207,0.0393,0.06,0.1715,0.2341,0.4056,0.0313,19927.0,7.1381,4.8226,0.1845,0.0687,0.2088,0.1261,12468.0,7459.0,1745.0,48890.0,70970.0,54699.7975,43083.89,0.1938,3.3739,0.6775,0.0,0.0025,0.32,19927.0,0.0371,24639.76,0.009497,2207.4148,-268.0,183.0,915.0,54798.0,38.741,7.1401,4.8396,0.1086,5137151.0,27922973.0,181373630.0,16115685.0,215428.0,19927.0,0.181,45,1,4,5,22,1,188135.0,58,4,5,7,22,8888275.0,579560.0,649338.0,806465.0,3871797.0,0.1740992863676937,6002857.591286869,641776.19303848,641776.19303848,641776.19303848,2408736.566701763,15,1,1,1,6,6170301.0,228000.0,228000.0,228000.0,3105920.0,0.2097675121886597,5,0,0,0,1,3.8807692108891687,717.0,0.0,0.0,0.0,122.0,705,18266,129.0,3753.0,78.0,4463.0,122.0,3470.0,0.0327676664947546,94.0,3411.0,72.0,2227.0,0.0512840247126337,26.0,941.0,3.063083225844315,4,0,0,0,4,11193.0,0.0,0.0,0.0,11193.0,1,0,0,0,0,19,0,0,2,5,2.249522920732858,3947.0,0.0,0.0,140.0,487.0,104,0,4,10,32,1.0970208775828,81327.0,0.0,2202.0,6811.0,23259.0,73,6,11,14,21,0.3881344065133348,472,7,38,63,149,1.4551247397508842,0
SK 1429,0,Small Town (6),Exurban,0.2161,0.1461,0.0131,0.0151,73789.0,81607.0,0.4227,0.1953,0.1015,0.1946,0.0948,0.0293,0.5773,109.0,159.5567,51373.0,0.1708,0.2022,0.1388,0.0046,0.1158,0.1018,0.0094,20924.0,0.0091,0.0077,0.0959,0.0938,0.1511,0.1397,0.1027,0.2424,0.0173,0.3337,0.0364,0.0606,0.0134,0.1978,0.0716,0.026,0.0123,0.0308,0.0758,0.017,0.2691,0.008,0.0001,0.0135,0.0,0.0038,0.0696,0.3556,0.026,0.2006,0.0135,0.1465,0.0052,0.002,0.0067,0.0018,7441.0,1231425.0,0.1595,0.1954,0.3762,0.0,0.0232,0.0729,0.2726,0.3467,0.3461,0.36,0.1877,0.1591,0.1212,0.0439,0.0462,0.0174,0.0179,0.0083,61.1517,0.0054,0.3652,0.6348,0.2726,0.6308,0.1094,0.0683,0.1776,0.0367,0.0256,0.0623,0.1312,0.2596,0.3909,0.0966,8019.0,3.5163,3.6194,0.1809,0.0778,0.3792,0.0204,4545.0,3475.0,1300.0,16787.0,50265.0,43504.2139,42766.33,0.2168,2.748,0.5645,0.0,0.0022,0.4333,8019.0,0.0174,30563.05,0.006076,172.4131,232.0,535.0,5.0,22610.0,5.069,3.0957,3.0749,0.26,1812957.0,9820364.0,63494913.0,5663733.0,208187.0,8019.0,0.5244,9,4,5,8,8,0,0.0,6,0,1,5,6,1095606.0,0.0,82798.0,851542.0,1095606.0,1.1639805799281155,1507898.11711963,0.0,0.0,1053560.78125837,1507898.11711963,1,0,0,1,1,231262.0,0.0,0.0,231262.0,231262.0,2.553245522273325,1,0,1,1,1,1.1561993160808943,140.0,0.0,140.0,140.0,140.0,824,3011,106.0,409.0,90.0,351.0,91.0,352.0,0.0280519277050597,88.0,360.0,48.0,199.0,0.0164185149657461,24.0,52.0,0.2600274836184335,2,2,2,2,2,20737.0,20737.0,20737.0,20737.0,20737.0,0,0,0,0,0,1,0,0,0,0,5.563169278903302,14.0,0.0,0.0,0.0,0.0,7,0,2,6,7,1.571738647133332,4869.0,0.0,1285.0,4375.0,4869.0,2,0,0,0,0,7.056117347589085,37,14,23,27,30,31.770531719752675,0
SK 1469,0,Large City (3),Exurban,0.2736,0.1147,0.0083,0.0446,135460.0,134123.0,0.0187,0.1858,0.0702,0.2627,0.1739,0.1475,0.3453,54.0,1023.4262,101691.0,0.2748,0.081,0.1212,0.0086,0.0953,0.0711,0.0156,51685.0,0.0116,0.0685,0.0169,0.1002,0.4086,0.2965,0.2996,0.5961,0.0136,0.1237,0.006,0.1347,0.0391,0.1571,0.0453,0.0104,0.0256,0.0272,0.0778,0.1022,0.3842,0.0122,0.0015,0.0887,0.0,0.0,0.0299,0.3476,0.0436,0.0065,0.0205,0.0997,0.0125,0.0025,0.0,0.007,17966.0,5683330.0,0.2381,0.1874,0.0,0.0,0.0,0.0259,0.1976,0.2192,0.3269,0.5176,0.1711,0.1666,0.1982,0.0589,0.0786,0.0118,0.0213,0.0063,461.8834,0.0277,0.744,0.256,0.1976,0.7335,0.0511,0.0195,0.0706,0.0231,0.0164,0.0394,0.3522,0.2713,0.6235,0.0689,23326.0,21.7112,25.5637,0.5582,0.3181,0.0889,0.033,19198.0,4128.0,1264.0,84633.0,67184.0,112417.6428,48912.63,0.1477,2.7348,0.5714,0.0,0.0042,0.4244,23326.0,0.0223,49568.03,0.045685,1251.1006,3339.0,206.0,846.0,63183.0,174.6978,21.3935,25.0273,0.0412,6043103.0,36108285.0,208268660.0,20041021.0,274621.0,23326.0,0.8814,93,2,10,22,43,0,0.0,26,0,1,1,12,7013435.0,0.0,86542.0,86542.0,3473872.0,1.184177469017219,6294402.656266947,0.0,0.0,0.0,3609882.76813474,10,0,0,0,5,5982696.0,0.0,0.0,0.0,3080055.0,3.322562048692157,2,0,0,0,2,4.064814272122803,150.0,0.0,0.0,0.0,150.0,2493,8156,621.0,2066.0,488.0,1674.0,556.0,1761.0,0.0864502527501006,511.0,1587.0,268.0,892.0,0.044227169377909,50.0,176.0,3.7152847283473527,5,0,0,0,1,2254.0,0.0,0.0,0.0,272.0,0,0,0,0,0,12,0,0,1,3,2.758118701322698,5241.0,0.0,0.0,645.0,1968.0,74,3,11,14,19,0.4024513457217086,47614.0,3156.0,8606.0,11163.0,14235.0,65,0,1,6,27,1.97763444043898,153,4,14,23,48,1.3198669490189323,0
SK 0855,0,Very Large Metro (1),Light Suburban,0.2066,0.2145,0.0299,0.0209,104670.0,100387.0,0.0129,0.2525,0.1494,0.2939,0.2761,0.1098,0.17,98.0,4767.0288,81077.0,0.2006,0.0875,0.2315,0.0043,0.0578,0.0417,0.0119,49395.0,0.0145,0.0374,0.0651,0.1292,0.237,0.2075,0.1622,0.3697,0.0182,0.219,0.0546,0.0885,0.0259,0.1624,0.0494,0.03,0.0289,0.0254,0.0737,0.0553,0.4361,0.0123,0.0024,0.0082,0.0,0.0009,0.0384,0.3706,0.0704,0.0595,0.0296,0.0669,0.0035,0.0018,0.0025,0.0033,18306.0,4192899.0,0.1849,0.1094,0.0,0.0,0.5096,0.0405,0.2015,0.337,0.2943,0.3936,0.1995,0.1539,0.1685,0.063,0.0784,0.012,0.0327,0.0252,2029.1288,0.0193,0.5482,0.4518,0.2015,0.7395,0.05,0.1113,0.1614,0.0216,0.0342,0.0558,0.2189,0.3034,0.5223,0.0589,21025.0,1.4373,-1.1063,0.3551,0.1976,0.1737,0.7813,14838.0,6188.0,1210.0,68906.0,62779.0,72386.0128,50766.25,0.1815,3.4818,0.498,0.0,0.0032,0.4988,21025.0,0.0108,35223.73,-0.002178,5813.8954,-775.0,133.0,81.0,60242.0,-2.5234,1.4475,-1.0841,0.1262,6195800.0,34382343.0,221889135.0,19469562.0,244502.0,21025.0,0.174,299,3,16,31,115,2,146189.0,132,3,11,18,73,25656088.0,329238.0,2120897.0,2979843.0,13419152.0,0.0936827001200177,21921475.379437152,183049.0,2685418.5108397496,3161724.299287409,12556266.57198586,36,0,4,6,18,15426127.0,0.0,1365915.0,1875202.0,7282014.0,1.1319003474282554,13,0,0,2,6,2.098640216710544,3794.0,0.0,0.0,1395.0,2162.0,17713,13214,4113.0,2932.0,3004.0,2862.0,3927.0,2720.0,0.0183419297784309,3222.0,2390.0,2754.0,1793.0,0.0115881695439979,694.0,517.0,1.0488069314970576,41,0,1,1,14,116446.0,0.0,342.0,342.0,79321.0,0,0,0,0,0,172,8,14,25,83,0.1733297317872412,32852.0,884.0,2409.0,5026.0,16523.0,209,9,28,44,101,0.4588805745133377,142110.0,3666.0,11028.0,23103.0,64371.0,140,0,10,16,46,1.3266530205869094,623,9,42,91,237,0.0258330690068567,21
SK 1120,1,Very Large Metro (1),Suburban,0.2215,0.2038,0.0307,0.0172,103961.0,103569.0,0.0081,0.2417,0.0576,0.2263,0.3226,0.1561,0.2354,134.0,11285.757,79151.0,0.1344,0.0615,0.1426,0.0025,0.1317,0.1209,0.0083,78426.0,0.0086,0.0371,0.0497,0.0728,0.2515,0.2568,0.2119,0.4687,0.0217,0.2123,0.071,0.136,0.0596,0.1254,0.0818,0.0222,0.0221,0.0263,0.0338,0.0754,0.2476,0.0286,0.004,0.0242,0.0,0.0,0.0501,0.484,0.1517,0.0813,0.029,0.1097,0.0044,0.0022,0.0003,0.0048,37956.0,5568855.0,0.213,0.0968,0.0,0.0,0.3822,0.0902,0.3066,0.4601,0.3197,0.3399,0.1715,0.0769,0.1177,0.0289,0.0504,0.004,0.0196,0.0145,3599.1648,0.0231,0.5288,0.4712,0.3066,0.6294,0.0726,0.0994,0.172,0.018,0.0415,0.0595,0.1463,0.2516,0.3979,0.064,25011.0,2.5576,0.9876,0.3309,0.1917,0.2325,0.7912,11428.0,13583.0,2789.0,68578.0,62779.0,68508.0175,51224.59,0.1656,3.1758,0.5753,0.0,0.0028,0.4219,25011.0,0.0058,42803.28,0.002105,8726.0065,245.0,338.0,1362.0,60638.0,10.9968,2.5931,1.0571,0.1446,6121145.0,34123527.0,221657429.0,19219286.0,234363.0,25011.0,0.1777,414,47,67,97,194,1,250000.0,116,2,6,10,27,27076956.0,492985.0,1560890.0,2365010.0,6877941.0,0.3203535662813413,24239869.27972154,163039.552094723,815141.992851265,1490120.672143895,6179028.35688975,41,2,5,6,16,19243321.0,407485.0,1633531.0,1933531.0,6273775.0,0.3887396784853001,22,1,1,5,14,0.5752292520892051,9298.0,245.0,245.0,1439.0,5708.0,799,5974,102.0,1415.0,99.0,1290.0,96.0,1199.0,0.0235321684801278,85.0,1204.0,63.0,692.0,0.0084350654868634,26.0,173.0,0.8513943149756543,55,1,5,13,27,216068.0,425.0,902.0,24713.0,111314.0,1,0,0,0,0,222,7,19,30,62,0.4252066269283464,41567.0,520.0,2799.0,6250.0,14568.0,302,2,19,33,113,0.2296432085576945,166216.0,1345.0,14911.0,23422.0,50332.0,203,0,0,16,104,2.323255582874223,984,25,75,148,287,0.0147308073836837,54
SK 1645,2,Very Large Metro (1),Light Suburban,0.261,0.1198,0.0065,0.0843,112589.0,125832.0,0.0707,0.2111,0.052,0.0777,0.048,0.1022,0.7196,125.0,3374.5109,91767.0,0.2679,0.1413,0.1209,0.0068,0.0764,0.0542,0.0154,49097.0,0.0319,0.0333,0.034,0.1115,0.2632,0.1978,0.2072,0.405,0.0249,0.1723,0.025,0.0975,0.0193,0.2522,0.0308,0.0326,0.0589,0.0574,0.1002,0.0233,0.1437,0.0131,0.0,0.0461,0.0,0.0036,0.0533,0.3283,0.0196,0.0226,0.0295,0.3319,0.0169,0.0032,0.0035,0.0082,16118.0,5210989.0,0.1967,0.1659,0.0,0.0,0.0,0.0232,0.1484,0.2473,0.2839,0.5108,0.2055,0.1396,0.2005,0.0629,0.1017,0.0161,0.039,0.021,1399.7333,0.015,0.6889,0.3111,0.1484,0.82,0.0451,0.0545,0.0996,0.0312,0.0276,0.0588,0.3523,0.3093,0.6616,0.0316,20365.0,19.3345,31.4827,0.4638,0.2453,0.0985,0.2559,14543.0,5822.0,874.0,78692.0,72903.0,94706.9191,43245.74,0.1855,2.7925,0.7095,0.0,0.0043,0.2862,20365.0,0.0338,41395.4,0.055194,4263.5628,4764.0,46.0,0.0,62032.0,106.0009,19.1248,30.816,0.0478,5815440.0,33785602.0,204582674.0,19003168.0,252988.0,20365.0,0.5553,87,4,13,22,49,4,1230840.0,54,5,8,16,35,13357465.0,3019056.0,3434968.0,4781155.0,8572109.0,0.1454294413710466,14725863.138572104,2370106.15936892,3244342.15936892,5623460.09280495,10645119.515287785,22,2,5,7,15,9571732.0,2195104.0,3126540.0,3932480.0,6527179.0,0.3268686896643623,12,2,4,5,9,0.4135753531514398,895.0,209.0,250.0,298.0,520.0,21665,1506,4854.0,237.0,4430.0,181.0,4510.0,228.0,0.0403424813437788,4528.0,185.0,2601.0,110.0,0.1913343688239212,742.0,29.0,9.670903512374242,1,0,0,0,0,654.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,0,3,5,13,1.4690290494487748,4834.0,0.0,826.0,889.0,3210.0,139,0,12,28,61,1.0228577601028612,149834.0,0.0,5413.0,21611.0,61474.0,93,4,20,28,41,0.09381942670149,287,2,38,56,125,1.3377759044609023,0
SK 0505,1,Small City (5),Exurban,0.2106,0.1276,0.0128,0.0162,74327.0,55810.0,0.2174,0.1586,0.2788,0.1839,0.0642,0.0319,0.4395,84.0,437.5304,48586.0,0.1363,0.1922,0.0934,0.004,0.2206,0.2095,0.0071,62520.0,0.0171,0.0179,0.0671,0.0623,0.1753,0.1248,0.1265,0.2513,0.0117,0.3117,0.0508,0.0524,0.0119,0.2568,0.0514,0.012,0.0141,0.0138,0.1049,0.0189,0.1284,0.0071,0.0017,0.031,0.0,0.0011,0.0635,0.3225,0.0158,0.3653,0.0273,0.1051,0.027,0.0017,0.0052,0.0033,20162.0,2075748.0,0.1597,0.2397,0.4024,0.0,0.0159,0.0544,0.3,0.4236,0.3521,0.3782,0.1549,0.0945,0.1165,0.0393,0.047,0.01,0.0179,0.0116,114.5473,0.0038,0.3127,0.6873,0.3,0.555,0.0657,0.0671,0.1329,0.0145,0.012,0.0266,0.145,0.2506,0.3956,0.1449,16368.0,2.5614,2.8043,0.1484,0.0503,0.3715,0.1658,7424.0,8944.0,1565.0,26714.0,72903.0,42531.9822,45025.86,0.2139,2.3621,0.5544,0.0,0.0025,0.4431,16368.0,0.0178,21081.05,0.004902,316.3977,787.0,339.0,376.0,45211.0,12.5507,2.2512,2.4751,0.247,3249197.0,17609786.0,110673975.0,10296236.0,196729.0,16368.0,0.5828,7,4,6,6,6,0,0.0,4,0,4,4,4,916885.0,0.0,916885.0,916885.0,916885.0,1.216386869991868,1404512.018754192,0.0,1404512.018754192,1404512.018754192,1404512.018754192,1,0,1,1,1,415000.0,0.0,415000.0,415000.0,415000.0,1.1980654516928717,1,0,1,1,1,1.541524082447829,123.0,0.0,123.0,123.0,123.0,1239,8087,120.0,911.0,122.0,666.0,102.0,866.0,0.0157138411975725,112.0,840.0,50.0,602.0,0.0143403707264306,24.0,151.0,0.51815919961015,2,1,2,2,2,24681.0,24652.0,24681.0,24681.0,24681.0,0,0,0,0,0,2,0,1,2,2,1.5784074862155968,657.0,0.0,498.0,657.0,657.0,13,4,11,13,13,0.5052244801826773,15776.0,1745.0,14948.0,15776.0,15776.0,29,0,13,18,23,1.0219060790448644,41,26,29,31,34,28.82510343938798,0
SK 1567,0,Very Large Metro (1),Light Suburban,0.2522,0.1814,0.0237,0.0439,92704.0,79702.0,0.1033,0.2149,0.1741,0.2104,0.2493,0.1708,0.1903,165.0,6590.1381,66597.0,0.103,0.027,0.0847,0.0016,0.024,0.0159,0.0065,65764.0,0.0082,0.0228,0.0379,0.1028,0.278,0.2206,0.1846,0.4052,0.0062,0.2102,0.0175,0.094,0.027,0.2264,0.0675,0.0497,0.0131,0.0169,0.0214,0.179,0.196,0.1116,0.0091,0.0975,0.0,0.0,0.0336,0.7304,0.0606,0.0122,0.0317,0.0768,0.0114,0.0017,0.0,0.0101,48034.0,3626362.0,0.2283,0.0838,0.0,0.0,0.0607,0.0563,0.4585,0.5472,0.3394,0.3323,0.1152,0.0521,0.0612,0.0075,0.0182,0.0046,0.0052,0.0023,1809.5518,0.0095,0.4787,0.5213,0.4585,0.4084,0.039,0.0483,0.0873,0.0197,0.0191,0.0388,0.0701,0.2122,0.2823,0.1331,18058.0,1.9424,3.7621,0.249,0.1044,0.2023,0.1094,7844.0,10214.0,2859.0,58171.0,60197.0,59943.6955,47838.87,0.1773,2.5961,0.5869,0.0,0.0017,0.4114,18058.0,0.0343,42520.87,0.007198,3448.1833,633.0,277.0,846.0,34410.0,16.5617,1.8984,3.6514,0.109,3222804.0,17578636.0,114632659.0,10024239.0,219126.0,18058.0,0.7091,173,2,5,11,36,1,87308.0,76,1,2,4,11,13127985.0,87308.0,484279.0,700995.0,1889092.0,0.1690824909024236,9639578.120665172,0.0,386941.76600986,540943.54195587,1730878.512459,15,0,1,1,2,6952934.0,0.0,365106.0,365106.0,1045169.0,1.4426133060196806,13,0,0,0,2,4.1187810309995365,3025.0,0.0,0.0,0.0,432.0,359,530,77.0,122.0,78.0,112.0,70.0,108.0,0.0087276944375406,66.0,100.0,44.0,63.0,0.0534617068949496,24.0,26.0,0.2897068145654302,11,1,1,1,2,44618.0,3012.0,3012.0,3012.0,3040.0,2,0,0,0,0,54,1,2,5,16,0.6358760055363553,13358.0,124.0,146.0,905.0,3699.0,118,0,1,4,23,1.7740463407452194,71744.0,0.0,559.0,1995.0,10184.0,112,2,12,17,33,0.6455139929234869,516,5,19,30,101,0.1040556685567145,15
