store,longitude,latitude,cbsa_name,dma_name,market_size,store_density,censusregion,censusdivision
1000,-72.6841893177605,41.55437435042978,"Hartford-West Hartford-East Hartford, CT","Hartford & New Haven, CT",Large Metro (2),Exurban,Northeast,New England
1000700,-115.18199408751694,36.118911575398265,"Las Vegas-Henderson-Paradise, NV","Las Vegas, NV",Large Metro (2),Light Urban,West,Mountain
1000900,-115.11809828519847,36.14404912990226,"Las Vegas-Henderson-Paradise, NV","Las Vegas, NV",Large Metro (2),Light Urban,West,Mountain
1001100,-83.798431633628,38.6323192383074,"Maysville, KY","Cincinnati, OH",Small Town (6),Rural,South,East South Central
1001200,-68.68932518945437,45.657700814529,"Bangor, ME","Bangor, ME",Small City (5),Rural,Northeast,New England
1001300,-68.74611715817456,44.78234497933907,"Bangor, ME","Bangor, ME",Small City (5),Exurban,Northeast,New England
1001500,-71.58659079382771,43.26561399935569,"Concord, NH","Boston et al, MA-NH",Small City (5),Rural,Northeast,New England
1002000,-95.243597,29.642439,"Houston-The Woodlands-Sugar Land, TX","Houston, TX",Very Large Metro (1),Light Suburban,South,West South Central
1002100,-83.32148887247364,43.04081060217032,"Detroit-Warren-Dearborn, MI","Detroit, MI",Very Large Metro (1),Rural,Midwest,East North Central
1002400,-96.645195,32.864012,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Light Suburban,South,West South Central
1002600,-75.93216197258307,42.10381291140062,"Binghamton, NY","Binghamton, NY",Medium City (4),Light Suburban,Northeast,Middle Atlantic
1002900,-84.24894145244174,43.64223862029218,"Midland, MI","Flint-Saginaw et al, MI",Small City (5),Exurban,Midwest,East North Central
100300,-76.196516,36.91836,"Virginia Beach-Norfolk-Newport News, VA-NC","Norfolk et al, VA",Large Metro (2),Exurban,South,South Atlantic
1003100,-80.10980760593155,26.20458219280164,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Ft. Lauderdale, FL",Very Large Metro (1),Suburban,South,South Atlantic
1003300,-88.47583648507319,33.98155026987818,,"Columbus et al, MS",Small Community (7),Rural,South,East South Central
1003600,-81.499837,38.45859,"Charleston, WV","Charleston et al, WV",Medium City (4),Rural,South,South Atlantic
1003700,-73.85777929248601,40.95343182835364,"New York-Newark-Jersey City, NY-NJ-PA","New York, NY",Very Large Metro (1),Suburban,Northeast,Middle Atlantic
1003800,-157.75423164146284,21.279125707547326,"Urban Honolulu, HI","Honolulu, HI",Large Metro (2),Exurban,West,Pacific
1004500,-91.13676786171415,38.822606985846654,"St. Louis, MO-IL","St. Louis, MO",Very Large Metro (1),Rural,Midwest,West North Central
1004600,-79.241865,37.385652,"Lynchburg, VA","Roanoke-Lynchburg, VA",Medium City (4),Exurban,South,South Atlantic
1004800,-80.63514665764818,27.997002252220327,"Palm Bay-Melbourne-Titusville, FL","Orlando et al, FL",Large City (3),Exurban,South,South Atlantic
100500,-86.57814509350865,39.16613031392938,"Bloomington, IN","Indianapolis, IN",Small City (5),Light Suburban,Midwest,East North Central
1005100,-97.596213,33.219254,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Rural,South,West South Central
1005200,-97.114422,32.720639,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Suburban,South,West South Central
1005400,-88.2759793889154,39.79124969088061,,"Champaign et al, IL",Small Community (7),Rural,Midwest,East North Central
1005500,-87.76144240545868,41.968973145866265,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Suburban,Midwest,East North Central
1005600,-87.59163989413203,41.79992456419355,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Light Urban,Midwest,East North Central
1005900,-97.135977,33.64203,"Gainesville, TX","Dallas-Ft. Worth, TX",Small Town (6),Rural,South,West South Central
1006100,-83.45826727356227,42.358727331337235,"Detroit-Warren-Dearborn, MI","Detroit, MI",Very Large Metro (1),Light Suburban,Midwest,East North Central
1006300,-121.30628076687658,44.08469008419077,"Bend-Redmond, OR","Bend, OR",Medium City (4),Exurban,West,Pacific
1006400,-96.41381079384274,42.463708553938574,"Sioux City, IA-NE-SD","Sioux City, IA",Small City (5),Exurban,Midwest,West North Central
1006500,-87.64157052275348,41.68313156020283,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Light Suburban,Midwest,East North Central
1006800,-99.504633,27.555612,"Laredo, TX","Laredo, TX",Medium City (4),Light Suburban,South,West South Central
1006900,-96.60221048271663,46.263550203250695,"Wahpeton, ND-MN","Fargo-Valley City, ND",Small Town (6),Rural,Midwest,West North Central
1007000,-82.18577268236862,41.44001265035599,"Cleveland-Elyria, OH","Cleveland et al, OH",Large Metro (2),Exurban,Midwest,East North Central
1007600,-117.233699,47.657536,"Spokane-Spokane Valley, WA","Spokane, WA",Large City (3),Light Suburban,West,Pacific
1007900,-93.3202290993341,41.014837429338485,,"Des Moines-Ames, IA",Small Community (7),Rural,Midwest,West North Central
1008000,-105.574637,41.309729,"Laramie, WY","Denver, CO",Small Town (6),Exurban,West,Mountain
1008200,-89.237384,37.995936,,"Paducah et al, KY-MO-IL",Small Community (7),Rural,Midwest,East North Central
1008300,-90.43828536357023,37.7903330286699,"Farmington, MO","St. Louis, MO",Small Town (6),Rural,Midwest,West North Central
1008500,-117.00698442735036,32.80410782083234,"San Diego-Carlsbad, CA","San Diego, CA",Very Large Metro (1),Light Suburban,West,Pacific
1008800,-118.80975797724071,34.25390491210044,"Oxnard-Thousand Oaks-Ventura, CA","Los Angeles, CA",Large City (3),Exurban,West,Pacific
100900,-80.09421581369482,26.458783322595348,"Miami-Fort Lauderdale-West Palm Beach, FL","W. Palm Beach et al, FL",Very Large Metro (1),Light Suburban,South,South Atlantic
1009000,-119.65649580402268,36.342400991060806,"Hanford-Corcoran, CA","Fresno-Visalia, CA",Small City (5),Exurban,West,Pacific
1009200,-97.265176,32.802609,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Exurban,South,West South Central
1009300,-97.008149,32.673594,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Light Suburban,South,West South Central
1009500,-93.96515693072101,44.315415847156174,"Mankato-North Mankato, MN","Minneapolis-St. Paul, MN",Small City (5),Rural,Midwest,West North Central
1009600,-95.26900617241445,38.604606678488175,"Ottawa, KS","Kansas City, MO-KS",Small Town (6),Rural,Midwest,West North Central
1009700,-75.429672985498,40.63972962811951,"Allentown-Bethlehem-Easton, PA-NJ","Philadelphia, PA",Large City (3),Light Suburban,Northeast,Middle Atlantic
101000,-85.42830027659457,40.21992591773853,"Muncie, IN","Indianapolis, IN",Small City (5),Exurban,Midwest,East North Central
1010300,-88.061216,44.530662,"Green Bay, WI","Green Bay-Appleton, WI",Medium City (4),Light Suburban,Midwest,East North Central
1010400,-92.43807539335928,41.01615974421132,"Ottumwa, IA","Ottumwa et al, IA-MO",Small Town (6),Rural,Midwest,West North Central
1010800,-118.16592019853233,33.97006488645071,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Suburban,West,Pacific
1010900,-86.28369030794441,32.357439063414695,"Montgomery, AL","Montgomery-Selma, AL",Medium City (4),Light Suburban,South,East South Central
1011000,-84.17588877653732,31.564169078898328,"Albany, GA","Albany, GA",Small City (5),Exurban,South,South Atlantic
1011100,-84.93493021563016,32.458294191408044,"Columbus, GA-AL","Columbus et al, GA-AL",Medium City (4),Exurban,South,South Atlantic
1011200,-88.56533872427634,47.122008511873744,"Houghton, MI","Marquette, MI",Small Town (6),Exurban,Midwest,East North Central
1011300,-95.74755142848102,39.028933147626844,"Topeka, KS","Topeka, KS",Medium City (4),Exurban,Midwest,West North Central
1011500,-87.14058451914009,30.334348016871623,"Pensacola-Ferry Pass-Brent, FL","Mobile et al, AL-FL",Large City (3),Exurban,South,South Atlantic
1011600,-84.32916636174008,30.501009312110366,"Tallahassee, FL","Tallahassee et al, FL-GA",Medium City (4),Exurban,South,South Atlantic
1011900,-98.69887648219445,46.89946037673499,"Jamestown, ND","Fargo-Valley City, ND",Small Town (6),Rural,Midwest,West North Central
101200,-77.26962171204775,39.17826308235541,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington et al, DC-MD",Very Large Metro (1),Exurban,South,South Atlantic
1012000,-78.89102157401881,36.03592874087349,"Durham-Chapel Hill, NC","Raleigh et al, NC",Large City (3),Exurban,South,South Atlantic
1012200,-118.0337754335946,33.961692707793446,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Suburban,West,Pacific
1012300,-89.95483662015103,34.62028021531073,"Memphis, TN-MS-AR","Memphis, TN",Large Metro (2),Rural,South,East South Central
1012400,-91.17726476550747,30.417892931660624,"Baton Rouge, LA","Baton Rouge, LA",Large City (3),Light Suburban,South,West South Central
1012700,-82.20353088762502,35.24960190903175,,"Greenville et al, SC-NC",Small Community (7),Rural,South,South Atlantic
1012900,-72.33172409181593,41.96911528270096,"Hartford-West Hartford-East Hartford, CT","Hartford & New Haven, CT",Large Metro (2),Rural,Northeast,New England
1013000,-82.10871515624206,41.49013357004294,"Cleveland-Elyria, OH","Cleveland et al, OH",Large Metro (2),Rural,Midwest,East North Central
1013100,-71.36178626261427,43.22788077669281,"Concord, NH","Boston et al, MA-NH",Small City (5),Rural,Northeast,New England
1013200,-93.87884305492365,39.16776585443478,"Kansas City, MO-KS","Kansas City, MO-KS",Large Metro (2),Rural,Midwest,West North Central
1013400,-94.12100861328872,36.08860936707731,"Fayetteville-Springdale-Rogers, AR-MO","Ft. Smith et al, AR",Large City (3),Exurban,South,West South Central
1013600,-84.5969544839888,40.85798273919526,"Van Wert, OH","Ft. Wayne, IN",Small Town (6),Rural,Midwest,East North Central
1013700,-102.348163,31.876895,"Odessa, TX","Odessa-Midland, TX",Small City (5),Light Suburban,South,West South Central
1013800,-117.86426854969204,33.65661506663306,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Light Urban,West,Pacific
1013900,-88.33315228133556,42.17517335704209,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Exurban,Midwest,East North Central
1014100,-88.57280448200241,40.02610142619082,"Champaign-Urbana, IL","Champaign et al, IL",Medium City (4),Rural,Midwest,East North Central
1014300,-106.94395,44.787443,"Sheridan, WY","Rapid City, SD",Small Town (6),Rural,West,Mountain
1014500,-69.018138,44.421593,,"Bangor, ME",Small Community (7),Rural,Northeast,New England
101500,-86.22559463591624,39.914296693736816,"Indianapolis-Carmel-Anderson, IN","Indianapolis, IN",Large Metro (2),Light Suburban,Midwest,East North Central
1015000,-87.74578696355357,42.12004838135202,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Light Suburban,Midwest,East North Central
1015400,-94.19185761639662,45.55179378161399,"St. Cloud, MN","Minneapolis-St. Paul, MN",Medium City (4),Light Suburban,Midwest,West North Central
1015600,-95.492624,29.706023,"Houston-The Woodlands-Sugar Land, TX","Houston, TX",Very Large Metro (1),Suburban,South,West South Central
1015900,-77.64743009105877,35.262794188254254,"Kinston, NC","Greenville et al, NC",Small Town (6),Rural,South,South Atlantic
101600,-86.13452827052238,39.91396321233934,"Indianapolis-Carmel-Anderson, IN","Indianapolis, IN",Large Metro (2),Light Suburban,Midwest,East North Central
1016200,-117.66202728084438,33.679305716798886,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Exurban,West,Pacific
1016300,-104.95956496205359,39.58217394422916,"Denver-Aurora-Lakewood, CO","Denver, CO",Very Large Metro (1),Light Suburban,West,Mountain
1016500,-122.359218,47.154885,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA",Very Large Metro (1),Exurban,West,Pacific
1016900,-80.420811,39.017668,,"Clarksburg-Weston, WV",Small Community (7),Rural,South,South Atlantic
1017000,-94.83104,29.276457,"Houston-The Woodlands-Sugar Land, TX","Houston, TX",Very Large Metro (1),Light Suburban,South,West South Central
1017300,-80.698579,40.11396,"Wheeling, WV-OH","Wheeling et al, WV-OH",Small City (5),Rural,South,South Atlantic
1017500,-89.833288,44.394157,"Wisconsin Rapids-Marshfield, WI","Wausau-Rhinelander, WI",Small Town (6),Rural,Midwest,East North Central
1017700,-84.46896519316373,42.730957881745375,"Lansing-East Lansing, MI","Lansing, MI",Medium City (4),Light Suburban,Midwest,East North Central
1017900,-95.99068727214492,41.24124471741679,"Omaha-Council Bluffs, NE-IA","Omaha, NE",Large City (3),Light Suburban,Midwest,West North Central
1018000,-95.99297532831756,41.213066438967026,"Omaha-Council Bluffs, NE-IA","Omaha, NE",Large City (3),Light Suburban,Midwest,West North Central
1018100,-80.23917821822938,25.738969360441327,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Ft. Lauderdale, FL",Very Large Metro (1),Suburban,South,South Atlantic
1018500,-82.443712,38.412919,"Huntington-Ashland, WV-KY-OH","Charleston et al, WV",Medium City (4),Exurban,South,South Atlantic
1018900,-98.37949175227712,40.94139721963634,"Grand Island, NE","Lincoln et al, NE",Small City (5),Exurban,Midwest,West North Central
101900,-81.86122391145744,26.613461617773954,"Cape Coral-Fort Myers, FL","Ft. Myers-Naples, FL",Large City (3),Light Suburban,South,South Atlantic
1019000,-121.8948807341639,36.59994523935935,"Salinas, CA","Monterey-Salinas, CA",Medium City (4),Light Suburban,West,Pacific
1019100,-77.5597363867626,35.89736070664549,"Rocky Mount, NC","Raleigh et al, NC",Small City (5),Rural,South,South Atlantic
1019200,-104.98723331796946,39.723963007648095,"Denver-Aurora-Lakewood, CO","Denver, CO",Very Large Metro (1),Light Urban,West,Mountain
1019400,-83.07282328944228,43.031567002889204,"Detroit-Warren-Dearborn, MI","Detroit, MI",Very Large Metro (1),Rural,Midwest,East North Central
1019600,-96.72642838131787,46.87761938896513,"Fargo, ND-MN","Fargo-Valley City, ND",Medium City (4),Rural,Midwest,West North Central
1019900,-78.95578623026194,40.32118020732901,"Johnstown, PA","Johnstown et al, PA",Small City (5),Exurban,Northeast,Middle Atlantic
1020000,-87.7231693580203,41.77529036749193,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Suburban,Midwest,East North Central
1020100,-106.09553694142107,39.58873446390264,"Breckenridge, CO","Denver, CO",Small Town (6),Rural,West,Mountain
1020200,-87.57591351505235,41.765145263910036,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Suburban,Midwest,East North Central
1020300,-100.35916583487095,44.37030408899815,"Pierre, SD","Sioux Falls et al, SD",Small Town (6),Rural,Midwest,West North Central
1020500,-120.27486236134898,37.111769247759014,"Madera, CA","Fresno-Visalia, CA",Small City (5),Rural,West,Pacific
1020600,-87.98602498347144,42.02689352158105,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Suburban,Midwest,East North Central
1021100,-93.03462106528733,44.89274419440477,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul, MN",Very Large Metro (1),Exurban,Midwest,West North Central
1021200,-95.583735,29.657585,"Houston-The Woodlands-Sugar Land, TX","Houston, TX",Very Large Metro (1),Suburban,South,West South Central
1021300,-118.80893448555527,45.6597565757412,"Hermiston-Pendleton, OR","Yakima et al, WA",Small City (5),Rural,West,Pacific
1021900,-96.853526,32.953713,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Suburban,South,West South Central
1022500,-104.815819,41.135095,"Cheyenne, WY","Cheyenne et al, WY-NE",Small City (5),Exurban,West,Mountain
1022600,-118.23874344074002,33.92537744240942,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Light Urban,West,Pacific
1022700,-96.67117,32.834338,"Dallas-Fort Worth-Arlington, TX","Dallas-Ft. Worth, TX",Very Large Metro (1),Light Suburban,South,West South Central
1022800,-97.59509607791986,40.52420078000453,,"Lincoln et al, NE",Small Community (7),Rural,Midwest,West North Central
1022900,-87.06275739287042,37.75406482423917,"Owensboro, KY","Evansville, IN",Small City (5),Exurban,South,East South Central
1023000,-81.69145573573785,28.823992050649604,"Orlando-Kissimmee-Sanford, FL","Orlando et al, FL",Very Large Metro (1),Exurban,South,South Atlantic
1023100,-88.577235,43.995795,"Oshkosh-Neenah, WI","Green Bay-Appleton, WI",Small City (5),Light Suburban,Midwest,East North Central
1023200,-96.18334606174032,48.11930254088985,,"Fargo-Valley City, ND",Small Community (7),Rural,Midwest,West North Central
1023400,-70.44010175025575,43.83734006056738,"Portland-South Portland, ME","Portland-Auburn, ME",Large City (3),Rural,Northeast,New England
1023500,-70.45596893689238,43.49759382339708,"Portland-South Portland, ME","Portland-Auburn, ME",Large City (3),Exurban,Northeast,New England
1023600,-84.20472487963261,30.88544975123404,,"Tallahassee et al, FL-GA",Small Community (7),Rural,South,South Atlantic
1023800,-115.24056430588026,36.217819035025975,"Las Vegas-Henderson-Paradise, NV","Las Vegas, NV",Large Metro (2),Light Suburban,West,Mountain
1023900,-96.49050288223862,41.45118563104104,"Fremont, NE","Omaha, NE",Small Town (6),Exurban,Midwest,West North Central
102400,-80.12692445900596,41.875188361571595,"Erie, PA","Erie, PA",Medium City (4),Rural,Northeast,Middle Atlantic
1024000,-96.64692014717482,40.813151604441316,"Lincoln, NE","Lincoln et al, NE",Medium City (4),Suburban,Midwest,West North Central
1024200,-88.96646694043486,38.625407612070276,"Centralia, IL","St. Louis, MO",Small Town (6),Rural,Midwest,East North Central
1024300,-95.85560603599382,36.11933858280427,"Tulsa, OK","Tulsa, OK",Large Metro (2),Light Suburban,South,West South Central
1024600,-118.20390262478688,33.931615252971,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Suburban,West,Pacific
1024700,-121.96988246549449,38.337598886752346,"Vallejo-Fairfield, CA","Sacramento et al, CA",Medium City (4),Exurban,West,Pacific
1024800,-121.45847064126295,38.644429082462395,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento et al, CA",Large Metro (2),Light Suburban,West,Pacific
1024900,-83.97916515922418,30.836727828525838,"Thomasville, GA","Tallahassee et al, FL-GA",Small Town (6),Exurban,South,South Atlantic
102500,-80.11929662649582,26.232071703555476,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Ft. Lauderdale, FL",Very Large Metro (1),Light Suburban,South,South Atlantic
1025100,-79.96196899651271,40.52561036335089,"Pittsburgh, PA","Pittsburgh, PA",Large Metro (2),Exurban,Northeast,Middle Atlantic
1025200,-122.43500532831523,37.47008361902681,"San Francisco-Oakland-Hayward, CA","San Francisco et al, CA",Very Large Metro (1),Rural,West,Pacific
1025400,-88.6456380867736,31.68079985084652,,"Hattiesburg-Laurel, MS",Small Community (7),Rural,South,East South Central
1025600,-120.46848191432976,37.32128582280985,"Merced, CA","Fresno-Visalia, CA",Medium City (4),Light Suburban,West,Pacific
1025700,-96.76266318531238,43.54417339230325,"Sioux Falls, SD","Sioux Falls et al, SD",Medium City (4),Light Suburban,Midwest,West North Central
1026000,-84.45586996259371,42.58850799199734,"Lansing-East Lansing, MI","Lansing, MI",Medium City (4),Rural,Midwest,East North Central
1026200,-121.38326239141273,38.70227335761282,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento et al, CA",Large Metro (2),Light Suburban,West,Pacific
1026300,-80.036276,39.148911,,"Clarksburg-Weston, WV",Small Community (7),Rural,South,South Atlantic
1026400,-80.22784,38.973779,,"Clarksburg-Weston, WV",Small Community (7),Rural,South,South Atlantic
1026600,-87.66517311522618,41.83726255930898,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Light Urban,Midwest,East North Central
1026700,-84.51784029027623,38.00391906296517,"Lexington-Fayette, KY","Lexington, KY",Large City (3),Suburban,South,East South Central
1026800,-93.57809339911815,36.36802121082206,,"Springfield, MO",Small Community (7),Rural,South,West South Central
1026900,-122.319325,47.289658,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA",Very Large Metro (1),Light Suburban,West,Pacific
102700,-121.35014827001595,38.660607436166465,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento et al, CA",Large Metro (2),Suburban,West,Pacific
1027200,-83.74033764181385,32.66292498885075,"Warner Robins, GA","Macon, GA",Medium City (4),Rural,South,South Atlantic
1027300,-89.64645384244412,39.81609311066852,"Springfield, IL","Champaign et al, IL",Medium City (4),Light Suburban,Midwest,East North Central
1027400,-99.75631,32.432438,"Abilene, TX","Abilene-Sweetwater, TX",Small City (5),Light Suburban,South,West South Central
1027600,-85.85407139191118,34.49800310573284,,"Huntsville et al, AL",Small Community (7),Rural,South,East South Central
1027700,-91.75281668831019,37.951286819897085,"Rolla, MO","St. Louis, MO",Small Town (6),Exurban,Midwest,West North Central
1027800,-118.0088417183603,33.897390600069684,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Suburban,West,Pacific
102800,-92.190293,34.831841,"Little Rock-North Little Rock-Conway, AR","Little Rock et al, AR",Large City (3),Exurban,South,West South Central
1028100,-94.54087352339434,36.17312580325025,"Fayetteville-Springdale-Rogers, AR-MO","Ft. Smith et al, AR",Large City (3),Exurban,South,West South Central
1028200,-91.55922120603749,34.47918038707499,,"Little Rock et al, AR",Small Community (7),Rural,South,West South Central
1028300,-89.67150137037001,37.3831872407401,"Cape Girardeau, MO-IL","Paducah et al, KY-MO-IL",Small City (5),Rural,Midwest,West North Central
1028500,-92.922633,47.419445,"Duluth, MN-WI","Duluth-Superior, MN-WI",Medium City (4),Rural,Midwest,West North Central
1028600,-89.56554345650312,37.298659953545226,"Cape Girardeau, MO-IL","Paducah et al, KY-MO-IL",Small City (5),Exurban,Midwest,West North Central
102900,-92.25535623848198,34.80119789818021,"Little Rock-North Little Rock-Conway, AR","Little Rock et al, AR",Large City (3),Exurban,South,West South Central
1029200,-118.55379403671802,34.18765851094039,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Suburban,West,Pacific
1029400,-93.312195501511,37.2465581921864,"Springfield, MO","Springfield, MO",Medium City (4),Exurban,Midwest,West North Central
1029600,-80.01273988681453,32.80513094481873,"Charleston-North Charleston, SC","Charleston, SC",Large City (3),Exurban,South,South Atlantic
1029700,-117.10123834609058,33.478817765192865,"Riverside-San Bernardino-Ontario, CA","Los Angeles, CA",Very Large Metro (1),Exurban,West,Pacific
1029800,-87.89206599591336,41.5047069503673,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Exurban,Midwest,East North Central
1029900,-90.02812568447727,40.546336394184365,"Canton, IL","Peoria-Bloomington, IL",Small Town (6),Rural,Midwest,East North Central
1030200,-83.5431486001298,34.543223742004606,"Cornelia, GA","Atlanta, GA",Small Town (6),Rural,South,South Atlantic
1030300,-85.68408391081516,35.040461431595766,"Chattanooga, TN-GA","Chattanooga, TN",Large City (3),Rural,South,East South Central
1030500,-92.47470938870667,42.70301381328103,"Waterloo-Cedar Falls, IA","Cedar Rapids et al, IA",Small City (5),Rural,Midwest,West North Central
1030600,-81.6388651833797,34.723789603111456,"Spartanburg, SC","Greenville et al, SC-NC",Medium City (4),Rural,South,South Atlantic
1030700,-82.04575352765198,34.49836500315702,"Greenville-Anderson-Mauldin, SC","Greenville et al, SC-NC",Large City (3),Rural,South,South Atlantic
1030800,-86.57080424670538,34.94056483054547,"Huntsville, AL","Huntsville et al, AL",Large City (3),Rural,South,East South Central
103100,-82.89675774532665,39.97448336906295,"Columbus, OH","Columbus, OH",Large Metro (2),Light Suburban,Midwest,East North Central
1031000,-93.66880908102999,42.0216136367741,"Ames, IA","Des Moines-Ames, IA",Small City (5),Light Suburban,Midwest,West North Central
1031100,-89.652642,45.179682,"Merrill, WI","Wausau-Rhinelander, WI",Small Town (6),Rural,Midwest,East North Central
1031200,-79.9471627298945,40.34499729617368,"Pittsburgh, PA","Pittsburgh, PA",Large Metro (2),Exurban,Northeast,Middle Atlantic
1031400,-73.90222953317534,42.90476149978331,"Albany-Schenectady-Troy, NY","Albany et al, NY",Large City (3),Rural,Northeast,Middle Atlantic
1031500,-123.34776864803979,39.39139123988433,"Ukiah, CA","San Francisco et al, CA",Small City (5),Rural,West,Pacific
103200,-77.141477,38.819735,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington et al, DC-MD",Very Large Metro (1),Suburban,South,South Atlantic
1032100,-83.81098695324745,39.897216792204375,"Springfield, OH","Dayton, OH",Small City (5),Exurban,Midwest,East North Central
1032400,-120.531368,46.603825,"Yakima, WA","Yakima et al, WA",Medium City (4),Light Suburban,West,Pacific
1032600,-119.75839426695546,36.86550843838592,"Fresno, CA","Fresno-Visalia, CA",Large Metro (2),Light Suburban,West,Pacific
1032800,-83.73083230448914,33.792494595173515,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",Very Large Metro (1),Rural,South,South Atlantic
1033100,-94.37392110813886,39.366839959601386,"Kansas City, MO-KS","Kansas City, MO-KS",Large Metro (2),Rural,Midwest,West North Central
1033500,-122.60297370062513,45.37910233254107,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",Very Large Metro (1),Exurban,West,Pacific
1033800,-89.76721020949218,39.50257236449782,"St. Louis, MO-IL","St. Louis, MO",Very Large Metro (1),Rural,Midwest,East North Central
1034000,-81.31166866266163,28.498487730534112,"Orlando-Kissimmee-Sanford, FL","Orlando et al, FL",Very Large Metro (1),Light Suburban,South,South Atlantic
1034100,-111.854008,38.937795,,"Salt Lake City, UT",Small Community (7),Rural,West,Mountain
1034400,-90.0997030206651,29.87452656707868,"New Orleans-Metairie, LA","New Orleans, LA",Large Metro (2),Exurban,South,West South Central
1034600,-89.54042974226957,35.7607465056722,,"Memphis, TN",Small Community (7),Rural,South,East South Central
1034900,-104.8834295487206,39.62515928761013,"Denver-Aurora-Lakewood, CO","Denver, CO",Very Large Metro (1),Light Suburban,West,Mountain
1035000,-80.79437795499571,35.33480329920216,"Charlotte-Concord-Gastonia, NC-SC","Charlotte, NC",Very Large Metro (1),Light Suburban,South,South Atlantic
1035300,-84.51147442077388,42.740439227606004,"Lansing-East Lansing, MI","Lansing, MI",Medium City (4),Suburban,Midwest,East North Central
1035400,-87.66803358525495,41.939470216190934,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL",Very Large Metro (1),Light Urban,Midwest,East North Central
1035500,-94.582352,39.370207,"Kansas City, MO-KS","Kansas City, MO-KS",Large Metro (2),Rural,Midwest,West North Central
1036000,-87.63539770438358,39.975708168829755,"Danville, IL","Champaign et al, IL",Small Town (6),Rural,Midwest,East North Central
1036100,-92.10261403206498,35.8734288093803,,"Little Rock et al, AR",Small Community (7),Rural,South,West South Central
1036400,-117.402456,47.627419,"Spokane-Spokane Valley, WA","Spokane, WA",Large City (3),Light Suburban,West,Pacific
1036600,-108.20176783609278,36.74879299562594,"Farmington, NM","Albuquerque-Santa Fe, NM",Small City (5),Exurban,West,Mountain
1036700,-121.50483316170086,38.581116073253625,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento et al, CA",Large Metro (2),Suburban,West,Pacific
1036800,-119.76725933112476,39.17978823346637,"Carson City, NV","Reno, NV",Small Town (6),Exurban,West,Mountain
1036900,-119.94734295329613,38.95289889399965,"Sacramento--Roseville--Arden-Arcade, CA","Reno, NV",Large Metro (2),Exurban,West,Pacific
1037100,-121.68846640167277,39.358833243109345,"Chico, CA","Chico-Redding, CA",Medium City (4),Rural,West,Pacific
1037400,-117.81750308765223,33.741580973966514,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA",Very Large Metro (1),Suburban,West,Pacific
