__store_latitude,__store_longitude,latitude,longitude,store,__batch_group,__store_class,__market_class,__store_bg,__store_class_respop,total_comp_1_mi,total_comp_dma,total_comp_3_mi,total_comp_5_mi,total_comp_adjacent,total_comp_ta,sis_dma,sis_1_mi,sis_3_mi,sis_5_mi,sis_ta,sis_adjacent,__success,__errors,totalhours,buildingsize,decortype,buildingstyletype,franchisee_grade,drivethruindicator,numberofindoorcustomerareaseats
43.08902259145712,-77.6086353345526,43.08902259145712,-77.6086353345526,1737400,6,5,2,360550131013,5,14,321,37,66,7,37,34,1,1,5,1,0,True,0,,,,,,,
41.73654543815351,-87.587833655517,41.73654543815351,-87.587833655517,2333400,6,4,1,170314802001,3,9,4155,54,125,6,23,546,1,15,29,5,0,True,0,,,,,,,
42.43119510011787,-83.18666174587192,42.43119510011787,-83.18666174587192,5108900,6,5,1,261635393002,3,6,2266,60,129,3,35,240,0,4,13,1,0,True,0,,,,,,,
40.4394338165484,-79.76581118543902,40.4394338165484,-79.76581118543902,3511200,6,6,2,420035213011,5,10,1084,31,70,3,36,199,1,4,11,5,0,True,0,,,,,,,
31.59468723845876,-81.8696431431345,31.59468723845876,-81.8696431431345,757100,6,7,6,133059706001,7,1,537,20,20,1,20,62,0,1,1,1,0,True,0,,,,,,,
37.67884109784274,-120.95814550653289,37.67884109784274,-120.95814550653289,757500,6,5,3,60990009083,4,13,1719,53,125,6,35,251,0,7,16,4,0,True,0,,,,,,,
32.925633,-96.769493,32.925633,-96.769493,3071800,6,4,1,481130136104,3,8,4433,91,236,5,27,378,0,10,20,0,0,True,0,,,,,,,
34.06268754652021,-118.33929759027194,34.06268754652021,-118.33929759027194,253000,6,3,1,60372110005,2,10,6752,134,294,2,24,875,0,26,54,1,0,True,0,,,,,,,
34.42079832414844,-118.54241817501,34.42079832414844,-118.54241817501,4680300,6,5,1,60379201152,4,19,6752,58,102,3,32,875,0,5,10,2,0,True,0,,,,,,,
37.443497,-77.0418,37.443497,-77.0418,2107500,6,7,2,511277003003,7,0,692,0,3,0,1,70,0,0,0,0,0,True,0,,,,,,,
38.34742981023343,-76.45901862538864,38.34742981023343,-76.45901862538864,1541800,6,7,1,240098609003,5,6,2523,11,29,5,11,361,0,0,2,0,0,True,0,,,,,,,
43.51423862871719,-96.79214880160228,43.51423862871719,-96.79214880160228,1066300,6,6,4,460990011081,4,15,298,51,85,2,43,60,1,4,9,3,0,True,0,,,,,,,
29.727363,-95.644696,29.727363,-95.644696,5461600,6,5,1,482014543014,4,16,3674,52,133,2,33,417,1,6,12,2,0,True,0,,,,,,,
