store_num,medhhinc_dma,medhhinc_1mi,age0018_ta,age0018_p_ta,age65pl_ta,age65pl_p_ta,age85pl_ta,age85pl_p_ta,asian_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_ta,black_p_ta,boomer_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_ta,dtpop_children_at_home_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_ta,dtpop_retired_disabled_p_ta,dtpop_students_ta,dtpop_students_9th_12th_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_ta,dtpop_students_prek_8th_p_ta,dtpop_unemployed_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_ta,dtpop_work_at_home_p_ta,edu_9to12_ta,edu_9to12_p_ta,edu_assocdeg_ta,edu_assocdeg_p_ta,edu_bach_ta,edu_bach_p_ta,edu_bachplus_ta,edu_bachplus_female_ta,edu_bachplus_female_p_ta,edu_bachplus_male_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_ta,edu_doctorate_p_ta,edu_highsch_ta,edu_highsch_p_ta,edu_lt9_ta,edu_lt9_p_ta,edu_master_ta,edu_master_p_ta,edu_profdeg_ta,edu_profdeg_p_ta,edu_somecollege_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_ta,genx_p_ta,genz_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_ta,hh_6pers_p_ta,hh_7pers_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_ta,hh_type_1pers_p_ta,hh_type_fam_ta,hh_type_fam_p_ta,hh_type_female_ta,hh_type_female_child_ta,hh_type_female_child_p_ta,hh_type_female_nochild_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_ta,hh_type_male_child_ta,hh_type_male_child_p_ta,hh_type_male_nochild_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_ta,hh_type_married_child_ta,hh_type_married_child_p_ta,hh_type_married_nochild_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_ta,hhinc100pl_p_ta,hhinc150pl_ta,hhinc150pl_p_ta,hhinc30lt_ta,hhinc30lt_p_ta,hispanic_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_ta,medsalcy_ta,millenial_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_ta,white_p_ta
SK 1129,66577.0,112285.0,13446.0,0.1724,20155.0,0.2584,3696.0,0.0474,3164.6757,0.0406,111066.0,114405.0,3642.5461,0.0467,21967.0,0.2817,0.1063,0.1444,0.2657,0.1347,0.3434,31.0,2623.73,85963.0,73462.0,11159.0,0.1519,7604.0,0.1035,19152.0,0.2607,3447.0,299.0,0.0041,0.0469,2521.0,0.0343,626.0,0.0085,1097.0,0.0149,4798.0,0.0653,2509.0,0.0437,4930.0,0.0859,16067.0,0.2799,26036.0,13491.0,0.235,12545.0,0.2186,0.4536,1086.0,0.0189,11993.0,0.2089,1498.0,0.0261,6916.0,0.1205,1967.0,0.0343,10437.0,0.1818,0.0546,0.0569,0.0598,0.049,0.0676,0.0296,0.2191,0.0209,0.0038,0.0403,0.0,0.0,0.0678,0.3567,0.0537,0.0124,0.0279,0.182,0.0388,0.0026,0.0,0.0118,26205.0,7544818.0,11948.0,0.1532,10053.0,0.1289,0.0,0.0,0.5478,0.0622,7793.0,0.2545,0.3485,10217.0,0.3337,0.4206,5021.0,0.164,0.1286,4889.0,0.1597,0.0343,1887.0,0.0616,0.0058,571.0,0.0187,238.0,0.0078,1093.4868,0.0238,17454.0,0.5701,13162.0,0.4299,7793.0,0.2545,21377.0,0.6982,3355.0,1334.0,0.0436,2021.0,0.066,0.1096,1694.0,874.0,0.0286,820.0,0.0268,0.0553,16328.0,6563.0,0.2144,9764.0,0.3189,0.5333,1447.0,0.0472,30617.0,4.1147,3.0134,11798.0,0.3853,7059.0,0.2306,5253.0,0.1716,14301.4985,0.1834,25026.0,5591.0,4219.0,76068.9328,45536.37,13282.0,0.1703,3.185,0.6669,0.0,68.0,0.0026,0.3305,30617.0,2240.7284,0.0287,45203.73,0.005881,2785.4194,825.0,1017.0,119.0,77989.0,0.8391,4.0989,2.9752,2988.0,0.0976,8241167.0,46446799.0,295496950.0,26318871.0,263342.0,30617.0,54639.4377,0.7006
SK 1210,66049.0,56434.0,9536.0,0.2223,6006.0,0.14,496.0,0.0116,2533.1841,0.059,95813.0,79659.0,21722.5284,0.5063,7968.0,0.1857,0.2183,0.3089,0.1251,0.117,0.23,317.0,6450.6028,60804.0,62705.0,8082.0,0.1289,7165.0,0.1143,5368.0,0.0856,15820.0,195.0,0.0031,0.2523,15173.0,0.242,453.0,0.0072,675.0,0.0108,1492.0,0.0238,2027.0,0.0759,1706.0,0.0639,5971.0,0.2237,12703.0,6463.0,0.2421,6240.0,0.2338,0.4759,1335.0,0.05,5074.0,0.1901,599.0,0.0224,3861.0,0.1446,1537.0,0.0576,4584.0,0.1717,0.0503,0.0598,0.0634,0.0294,0.1872,0.0215,0.2751,0.0374,0.0,0.0356,0.0,0.0004,0.0505,0.3844,0.0297,0.0948,0.0117,0.0399,0.0063,0.0016,0.0,0.005,24101.0,2711742.0,7411.0,0.1727,8159.0,0.1902,0.7691,0.0,0.1336,0.2322,10248.0,0.511,0.4691,5327.0,0.2656,0.2323,2131.0,0.1063,0.0491,1261.0,0.0629,0.0134,558.0,0.0278,0.0038,275.0,0.0137,253.0,0.0126,2063.0236,0.0129,8293.0,0.4135,11761.0,0.5865,10248.0,0.511,7659.0,0.3819,2278.0,1087.0,0.0542,1191.0,0.0594,0.1136,560.0,240.0,0.012,319.0,0.0159,0.0279,4821.0,1355.0,0.0676,3466.0,0.1729,0.2404,2148.0,0.1071,20054.0,-4.5151,-3.1127,4889.0,0.2438,2541.0,0.1267,6718.0,0.335,1373.1549,0.032,6655.0,13399.0,4812.0,51297.2089,49212.71,9103.0,0.2122,2.519,0.5212,0.0,51.0,0.0021,0.4767,20054.0,1067.4389,0.0249,39863.65,-0.005996,4413.6437,-118.0,247.0,923.0,42904.0,-7.7676,-4.1233,-2.9625,4645.0,0.2316,3650137.0,20048012.0,124369223.0,11440407.0,213741.0,20054.0,16207.5031,0.3778
SK 0022,57470.0,72660.0,4805.0,0.1829,5228.0,0.199,387.0,0.0147,497.9999,0.019,136164.0,134454.0,665.9998,0.0253,7736.0,0.2944,0.1429,0.2094,0.119,0.0103,0.5159,73.0,1315.2651,102184.0,24372.0,4129.0,0.1694,2442.0,0.1002,4380.0,0.1797,1457.0,127.0,0.0052,0.0598,1113.0,0.0457,217.0,0.0089,329.0,0.0135,1742.0,0.0715,613.0,0.0335,863.0,0.0471,6190.0,0.3381,10028.0,5116.0,0.2795,4912.0,0.2683,0.5478,367.0,0.02,3307.0,0.1806,169.0,0.0092,2237.0,0.1222,1234.0,0.0674,3327.0,0.1817,0.0513,0.0196,0.0507,0.0481,0.0649,0.0608,0.3099,0.0099,0.0,0.0439,0.0,0.0107,0.0367,0.4059,0.0706,0.0153,0.0179,0.15,0.0043,0.0303,0.0007,0.0035,9893.0,2778961.0,3966.0,0.1509,4288.0,0.1632,0.0,0.0,0.1795,0.0493,2263.0,0.2292,0.2952,3209.0,0.325,0.4405,1674.0,0.1696,0.1598,1662.0,0.1683,0.0446,757.0,0.0767,0.0105,222.0,0.0225,86.0,0.0087,532.8087,0.0417,6496.0,0.658,3377.0,0.342,2263.0,0.2292,7191.0,0.7284,921.0,747.0,0.0757,174.0,0.0176,0.0933,342.0,216.0,0.0219,126.0,0.0128,0.0346,5928.0,2654.0,0.2688,3274.0,0.3316,0.6004,419.0,0.0424,9873.0,2.1384,-0.0608,4808.0,0.487,3220.0,0.3261,1520.0,0.154,1213.9999,0.0462,7478.0,2395.0,784.0,96997.6635,46392.37,4789.0,0.1823,2.792,0.5786,0.0,308.0,0.0311,0.3903,9873.0,402.0,0.0153,50783.93,-0.00032,1418.0707,45.0,148.0,0.0,26277.0,15.8359,2.1231,-0.1598,820.0,0.0831,2602331.0,15114998.0,98265707.0,8350548.0,268125.0,9873.0,23496.9977,0.8942
SK 1652,76139.0,73487.0,7149.0,0.2371,6334.0,0.2101,558.0,0.0185,502.0,0.0167,103555.0,100978.0,1042.0,0.0346,7804.0,0.2588,0.053,0.1548,0.2205,0.1907,0.3804,70.0,1033.4343,81082.0,21854.0,5756.0,0.2634,1727.0,0.079,5412.0,0.2476,1478.0,140.0,0.0064,0.0676,1001.0,0.0458,337.0,0.0154,647.0,0.0296,1176.0,0.0538,1176.0,0.0571,1285.0,0.0624,5011.0,0.2435,7540.0,3843.0,0.1867,3697.0,0.1796,0.3663,200.0,0.0097,4531.0,0.2201,897.0,0.0436,1838.0,0.0893,491.0,0.0239,5153.0,0.2504,0.0596,0.0407,0.0325,0.1364,0.091,0.0306,0.0649,0.0147,0.0035,0.0574,0.0,0.0343,0.0698,0.2589,0.0855,0.0504,0.0212,0.1658,0.0156,0.006,0.011,0.006,5658.0,2394245.0,5290.0,0.1755,3945.0,0.1308,0.0,0.0,0.0721,0.02,3050.0,0.2486,0.2954,4714.0,0.3842,0.4984,2055.0,0.1675,0.1332,1474.0,0.1201,0.0387,605.0,0.0493,0.0143,247.0,0.0201,126.0,0.0103,580.2723,0.0133,7408.0,0.6037,4863.0,0.3963,3050.0,0.2486,8663.0,0.706,1150.0,506.0,0.0412,644.0,0.0525,0.0937,658.0,186.0,0.0152,472.0,0.0385,0.0536,6855.0,3091.0,0.2519,3764.0,0.3067,0.5586,558.0,0.0455,12271.0,6.5915,6.9432,4627.0,0.3771,2185.0,0.1781,1746.0,0.1423,7215.9996,0.2393,9056.0,3215.0,781.0,77874.4233,48662.08,4866.0,0.1614,2.8259,0.6935,0.0,48.0,0.0085,0.298,12271.0,744.0,0.0247,41186.39,0.012891,1425.7364,1109.0,95.0,55.0,30150.0,10.7372,6.3869,6.6136,1060.0,0.0864,2901344.0,16228602.0,98322650.0,9236038.0,248975.0,12271.0,20646.0001,0.6848
SK 1821,76139.0,81581.0,7496.0,0.2485,5024.0,0.1665,329.0,0.0109,3106.0003,0.1029,122141.0,117504.0,3941.0002,0.1306,7755.0,0.257,0.0361,0.1008,0.0562,0.0293,0.7758,96.0,3956.5943,92898.0,25469.0,5992.0,0.2353,816.0,0.032,4197.0,0.1648,1211.0,111.0,0.0044,0.0475,732.0,0.0287,368.0,0.0144,471.0,0.0185,1927.0,0.0757,426.0,0.0207,1455.0,0.0707,7185.0,0.3489,10822.0,5890.0,0.286,4932.0,0.2395,0.5255,484.0,0.0235,3259.0,0.1582,543.0,0.0264,2720.0,0.1321,433.0,0.021,4089.0,0.1986,0.1081,0.0287,0.0218,0.0308,0.033,0.0547,0.3996,0.0187,0.0144,0.0317,0.0,0.0004,0.0377,0.4262,0.0281,0.0056,0.0285,0.1238,0.0264,0.0029,0.0,0.0045,10855.0,3031596.0,6072.0,0.2013,3234.0,0.1072,0.0,0.0,0.0,0.0347,5085.0,0.3686,0.4457,4533.0,0.3285,0.3629,1942.0,0.1408,0.1101,1485.0,0.1076,0.0377,528.0,0.0383,0.0088,166.0,0.012,58.0,0.0042,2143.356,0.0207,9210.0,0.6675,4587.0,0.3325,5085.0,0.3686,7866.0,0.5701,1278.0,892.0,0.0647,386.0,0.028,0.0926,434.0,134.0,0.0097,300.0,0.0217,0.0315,6154.0,2148.0,0.1557,4006.0,0.2904,0.446,846.0,0.0613,13797.0,4.9724,-1.609,6270.0,0.4544,3537.0,0.2564,1291.0,0.0936,4103.0004,0.136,7810.0,5987.0,1380.0,90970.256,47713.09,5080.0,0.1684,2.8771,0.5895,0.0,36.0,0.0033,0.4072,13797.0,945.0001,0.0313,54238.91,-0.002097,4687.0477,131.0,50.0,0.0,30171.0,5.7047,5.1849,-1.044,777.0,0.0563,2897656.0,16675938.0,103602057.0,9357964.0,250201.0,13797.0,18076.0015,0.5991
SK 1834,72903.0,149672.0,16663.0,0.2309,11074.0,0.1534,665.0,0.0092,4392.5981,0.0609,134866.0,135926.0,4366.9267,0.0605,17973.0,0.249,0.0194,0.0531,0.0183,0.0215,0.8858,41.0,1815.8395,105873.0,51303.0,13785.0,0.2687,6713.0,0.1309,9330.0,0.1819,4394.0,365.0,0.0071,0.0856,3252.0,0.0634,776.0,0.0151,1610.0,0.0314,3286.0,0.064,1300.0,0.0274,4812.0,0.1013,14124.0,0.2974,22114.0,11364.0,0.2392,10750.0,0.2263,0.4656,977.0,0.0206,8583.0,0.1807,1009.0,0.0212,5805.0,0.1222,1208.0,0.0254,9681.0,0.2038,0.0479,0.0334,0.0362,0.0751,0.1663,0.0438,0.1969,0.0134,0.0009,0.028,0.0,0.0024,0.0618,0.2375,0.0408,0.0353,0.046,0.1383,0.0183,0.006,0.0013,0.0062,12186.0,6459862.0,13134.0,0.182,11659.0,0.1615,0.0,0.0,0.0514,0.0207,3873.0,0.1573,0.1768,7638.0,0.3101,0.4882,4651.0,0.1888,0.2231,5051.0,0.2051,0.0781,2360.0,0.0958,0.0131,758.0,0.0308,299.0,0.0122,871.7997,0.0324,17930.0,0.728,6701.0,0.272,3873.0,0.1573,19994.0,0.8118,2504.0,1364.0,0.0554,1140.0,0.0463,0.1017,1031.0,345.0,0.014,686.0,0.0279,0.0419,16458.0,7868.0,0.3194,8591.0,0.3488,0.6682,763.0,0.031,24631.0,3.9712,2.9036,13475.0,0.5471,8260.0,0.3353,2415.0,0.098,11218.551,0.1554,20091.0,4540.0,981.0,109387.7032,47265.21,12618.0,0.1748,2.6674,0.6093,0.0,73.0,0.006,0.3847,24631.0,1819.2329,0.0252,46502.08,0.006008,2554.8101,451.0,100.0,0.0,72181.0,34.5563,4.0249,3.0404,1229.0,0.0499,7184754.0,42637752.0,247904450.0,23632082.0,268365.0,24631.0,50383.2054,0.698
SK 0947,57470.0,49101.0,6106.0,0.2307,4549.0,0.1719,327.0,0.0124,127.0,0.0048,81576.0,73625.0,4212.9999,0.1592,6264.0,0.2367,0.045,0.1907,0.1168,0.0275,0.619,136.0,144.1334,63098.0,19308.0,4942.0,0.256,4331.0,0.2243,3776.0,0.1956,1454.0,125.0,0.0065,0.0753,1048.0,0.0543,281.0,0.0146,284.0,0.0147,405.0,0.021,1669.0,0.0937,1345.0,0.0755,2356.0,0.1322,3171.0,1582.0,0.0888,1589.0,0.0892,0.1779,121.0,0.0068,7185.0,0.4032,699.0,0.0392,444.0,0.0249,250.0,0.014,3752.0,0.2105,0.0748,0.0141,0.0255,0.035,0.1183,0.0265,0.2561,0.0066,0.0,0.0865,0.0,0.0,0.0593,0.2132,0.0296,0.0547,0.0083,0.1715,0.0219,0.0012,0.0027,0.0036,4116.0,1143552.0,4724.0,0.1785,3906.0,0.1476,0.0,0.0,0.8936,0.0426,2157.0,0.2161,0.3529,3358.0,0.3364,0.3933,1956.0,0.196,0.1336,1456.0,0.1459,0.067,676.0,0.0677,0.0105,259.0,0.0259,120.0,0.012,74.5152,0.0073,4738.0,0.4747,5244.0,0.5253,2157.0,0.2161,7275.0,0.7288,1589.0,628.0,0.0629,961.0,0.0963,0.1592,487.0,338.0,0.0339,149.0,0.0149,0.0488,5199.0,1878.0,0.1881,3321.0,0.3327,0.5208,550.0,0.0551,9982.0,7.2432,9.8177,2311.0,0.2315,946.0,0.0948,2653.0,0.2658,1095.0,0.0414,7706.0,2276.0,840.0,61000.0023,40420.79,5139.0,0.1942,2.9864,0.6127,0.0,22.0,0.0053,0.3819,9982.0,673.0,0.0254,27822.81,0.018998,197.5451,199.0,75.0,53.0,26463.0,25.8548,7.2367,9.8666,1013.0,0.1015,2545311.0,13835572.0,91952447.0,7984437.0,226422.0,9982.0,20355.0005,0.7692
SK 0504,54301.0,48750.0,10484.0,0.1951,6870.0,0.1279,588.0,0.0109,1620.0702,0.0302,101773.0,89036.0,6204.4188,0.1155,8700.0,0.1619,0.1409,0.2626,0.1677,0.0952,0.3319,234.0,3771.4294,66113.0,103255.0,9755.0,0.0945,11580.0,0.1121,6530.0,0.0632,23627.0,318.0,0.0031,0.2288,22810.0,0.2209,500.0,0.0048,663.0,0.0064,2134.0,0.0207,1628.0,0.0549,1953.0,0.0658,7367.0,0.2483,14174.0,7349.0,0.2477,6825.0,0.2301,0.4778,911.0,0.0307,6008.0,0.2025,1050.0,0.0354,4001.0,0.1349,1896.0,0.0639,4853.0,0.1636,0.0472,0.0373,0.0133,0.0329,0.1791,0.0319,0.2868,0.014,0.0033,0.0394,0.0,0.0033,0.0659,0.4742,0.046,0.0346,0.0271,0.1012,0.019,0.0015,0.001,0.0145,48967.0,4655415.0,7736.0,0.144,15409.0,0.2868,0.9325,0.0,0.0071,0.0808,8300.0,0.3825,0.3878,7388.0,0.3404,0.3521,3014.0,0.1389,0.1307,1865.0,0.0859,0.0332,737.0,0.0339,0.0154,258.0,0.0119,141.0,0.0065,792.6989,0.0157,8926.0,0.4113,12777.0,0.5887,8300.0,0.3825,10074.0,0.4642,2024.0,1165.0,0.0537,859.0,0.0396,0.0933,743.0,295.0,0.0136,448.0,0.0206,0.0342,7307.0,2780.0,0.1281,4527.0,0.2086,0.3367,3328.0,0.1533,21703.0,2.76,0.9038,5434.0,0.2504,3076.0,0.1418,6499.0,0.2995,2349.8376,0.0437,10053.0,11650.0,2243.0,50396.8893,45033.43,10518.0,0.1958,2.9815,0.5572,0.0,103.0,0.0021,0.4407,21703.0,1381.8838,0.0257,37477.84,0.001235,1962.3557,115.0,451.0,741.0,53726.0,1.9428,2.291,0.619,4648.0,0.2142,4142586.0,22612172.0,144526153.0,12966871.0,215761.0,21703.0,42169.6919,0.7849
SK 0104,60601.0,76590.0,5031.0,0.2335,4597.0,0.2134,576.0,0.0267,1023.9999,0.0475,102478.0,103300.0,4497.0,0.2087,4996.0,0.2319,0.1875,0.3569,0.204,0.0398,0.2085,193.0,5006.4707,73761.0,45513.0,4000.0,0.0879,1486.0,0.0327,3990.0,0.0877,1478.0,77.0,0.0017,0.0325,1159.0,0.0255,242.0,0.0053,164.0,0.0036,663.0,0.0146,1002.0,0.0662,994.0,0.0656,4151.0,0.274,6323.0,3068.0,0.2025,3255.0,0.2149,0.4174,229.0,0.0151,3120.0,0.206,253.0,0.0167,1387.0,0.0916,556.0,0.0367,3455.0,0.2281,0.0457,0.0316,0.0266,0.0342,0.0218,0.0438,0.3622,0.0206,0.0021,0.0111,0.0,0.0,0.0498,0.7412,0.1485,0.0416,0.0183,0.1295,0.0053,0.0016,0.0018,0.0036,33732.0,2612354.0,3993.0,0.1853,2226.0,0.1033,0.0,0.0,0.0247,0.0617,4004.0,0.3948,0.4196,3528.0,0.3478,0.3811,1269.0,0.1251,0.1114,828.0,0.0816,0.0237,318.0,0.0314,0.0026,127.0,0.0125,69.0,0.0068,1115.7391,0.0135,5234.0,0.516,4909.0,0.484,4004.0,0.3948,5611.0,0.5532,1181.0,604.0,0.0595,577.0,0.0569,0.1164,250.0,108.0,0.0106,142.0,0.014,0.0246,4180.0,1306.0,0.1288,2874.0,0.2833,0.4121,528.0,0.0521,10143.0,-5.3276,-8.2126,3211.0,0.3166,1572.0,0.155,2024.0,0.1995,604.0,0.028,6336.0,3807.0,909.0,67585.4028,44952.65,4088.0,0.1897,2.9782,0.5475,0.0,55.0,0.0016,0.4508,10143.0,442.0,0.0205,49265.41,-0.017039,2369.9692,293.0,62.0,1815.0,21545.0,4.0449,-5.3058,-8.2339,717.0,0.0707,2130841.0,12035172.0,76440769.0,6801106.0,238635.0,10143.0,14977.9999,0.6952
SK 0848,64661.0,115872.0,8376.0,0.2656,3991.0,0.1265,294.0,0.0093,609.9748,0.0193,157531.0,170913.0,4793.7918,0.152,6248.0,0.1981,0.3035,0.2633,0.1005,0.1189,0.2127,269.0,12068.7746,101137.0,81935.0,6673.0,0.0814,1621.0,0.0198,3307.0,0.0404,10998.0,143.0,0.0017,0.1342,10450.0,0.1275,405.0,0.0049,343.0,0.0042,2396.0,0.0292,490.0,0.0235,1013.0,0.0485,9144.0,0.4381,15922.0,7899.0,0.3784,8022.0,0.3843,0.7627,509.0,0.0244,1103.0,0.0528,213.0,0.0102,4550.0,0.218,1719.0,0.0823,2134.0,0.1022,0.0834,0.0519,0.0279,0.0507,0.0427,0.041,0.309,0.0305,0.0018,0.0274,0.0,0.0,0.0534,0.6908,0.1556,0.0232,0.0375,0.0468,0.0074,0.002,0.0004,0.0067,56598.0,6157918.0,7557.0,0.2396,3827.0,0.1213,0.7459,0.0,0.0822,0.0683,7081.0,0.4535,0.4423,5029.0,0.3221,0.3802,1510.0,0.0967,0.0823,1220.0,0.0781,0.0236,581.0,0.0372,0.0034,157.0,0.0101,36.0,0.0023,2299.8178,0.0343,10847.0,0.6947,4766.0,0.3053,7081.0,0.4535,5980.0,0.383,688.0,390.0,0.025,298.0,0.0191,0.0441,218.0,69.0,0.0044,149.0,0.0095,0.014,5074.0,2077.0,0.133,2997.0,0.1919,0.325,2553.0,0.1635,15614.0,13.8064,19.6211,7912.0,0.5067,5293.0,0.339,1900.0,0.1217,1090.9411,0.0346,9106.0,6507.0,3256.0,101770.4465,48359.6,5641.0,0.1788,3.1396,0.5707,0.0,137.0,0.0024,0.4269,15614.0,751.9474,0.0238,86970.45,0.032487,4645.9463,-384.0,117.0,806.0,31542.0,9.3717,12.6847,17.3337,1377.0,0.0882,3023136.0,18109179.0,111491008.0,9787293.0,263935.0,15614.0,24294.8568,0.7703
SK 1814,72903.0,137195.0,9092.0,0.2466,5007.0,0.1358,263.0,0.0071,7055.6338,0.1914,137597.0,150433.0,6266.5706,0.17,8305.0,0.2253,0.0,0.0,0.0003,0.0345,0.9623,63.0,1375.2712,112968.0,27121.0,7703.0,0.284,3611.0,0.1331,4161.0,0.1534,2565.0,234.0,0.0086,0.0946,1901.0,0.0701,430.0,0.0159,725.0,0.0267,1732.0,0.0639,653.0,0.0282,1655.0,0.0715,8657.0,0.3738,13114.0,6385.0,0.2757,6729.0,0.2906,0.5663,311.0,0.0134,3414.0,0.1474,401.0,0.0173,3590.0,0.155,556.0,0.024,3923.0,0.1694,0.0719,0.0192,0.0267,0.0544,0.0647,0.0198,0.4054,0.0093,0.0,0.045,0.0,0.0032,0.0586,0.2442,0.0269,0.019,0.0081,0.114,0.0438,0.0059,0.0003,0.0028,6624.0,3140433.0,7657.0,0.2077,6925.0,0.1879,0.0,0.0,0.0,0.0185,1508.0,0.1288,0.1807,3297.0,0.2815,0.5055,2154.0,0.1839,0.2048,2745.0,0.2344,0.066,1224.0,0.1045,0.0245,508.0,0.0434,275.0,0.0235,593.9432,0.0276,9128.0,0.7793,2585.0,0.2207,1508.0,0.1288,9631.0,0.8223,755.0,304.0,0.0259,452.0,0.0386,0.0645,455.0,320.0,0.0273,135.0,0.0115,0.0389,8421.0,4429.0,0.3781,3992.0,0.3408,0.7189,573.0,0.049,11713.0,8.0602,3.9966,7395.0,0.6313,4805.0,0.4102,579.0,0.0494,6103.2595,0.1656,10093.0,1620.0,280.0,130976.6497,46205.31,5481.0,0.1487,2.7704,0.5765,0.0,40.0,0.006,0.4175,11713.0,1012.0618,0.0275,47796.63,0.00816,1869.3465,859.0,88.0,322.0,36865.0,89.4029,8.1334,4.147,299.0,0.0255,3646656.0,21596143.0,128772917.0,12003993.0,283207.0,11713.0,16427.186,0.4456
SK 1773,63234.0,49540.0,17680.0,0.2261,13718.0,0.1754,1318.0,0.0169,2344.4125,0.03,98728.0,89562.0,6029.7379,0.0771,18275.0,0.2337,0.1239,0.3222,0.1906,0.0593,0.3032,127.0,1764.6214,69999.0,86959.0,14173.0,0.163,5788.0,0.0666,12566.0,0.1445,4390.0,376.0,0.0043,0.0505,3205.0,0.0369,809.0,0.0093,1506.0,0.0173,2313.0,0.0266,1635.0,0.0309,4701.0,0.0889,14267.0,0.2697,24026.0,12255.0,0.2317,11771.0,0.2225,0.4542,1263.0,0.0239,10605.0,0.2005,890.0,0.0168,7125.0,0.1347,1371.0,0.0259,11039.0,0.2087,0.0717,0.0542,0.015,0.0352,0.0406,0.0393,0.2001,0.0194,0.002,0.1366,0.0,0.0,0.0497,0.5316,0.0647,0.0286,0.0227,0.1767,0.0125,0.0032,0.015,0.0092,46223.0,5439956.0,14868.0,0.1902,11733.0,0.1501,0.0,0.0,0.1243,0.0652,9629.0,0.2988,0.3494,10882.0,0.3377,0.4233,4913.0,0.1525,0.1244,4138.0,0.1284,0.0314,1759.0,0.0546,0.0062,599.0,0.0186,305.0,0.0095,653.9314,0.0098,16618.0,0.5157,15608.0,0.4843,9629.0,0.2988,20038.0,0.6218,3450.0,2226.0,0.0691,1224.0,0.038,0.1071,1044.0,465.0,0.0144,579.0,0.018,0.0324,15545.0,6926.0,0.2149,8619.0,0.2674,0.4824,2558.0,0.0794,32225.0,2.5816,2.998,10154.0,0.3151,4707.0,0.1461,6219.0,0.193,3997.3629,0.0511,21660.0,10565.0,2265.0,65333.1315,45453.27,14420.0,0.1844,2.613,0.6673,0.0,273.0,0.0059,0.3268,32225.0,2892.2515,0.037,37128.06,0.006117,1586.684,808.0,447.0,1353.0,78190.0,2.1244,2.6077,3.0963,3009.0,0.0934,7568529.0,41613282.0,265831091.0,23800645.0,243253.0,32225.0,62926.5849,0.8048
